O	D	Flow
49	30	90
49	11	97
49	27	55
49	33	363
49	36	612
49	13	15
49	25	4037
49	2	756
49	42	702
49	44	43
49	19	1089
49	40	1341
49	32	1903
49	23	499
49	15	1053
49	22	201
49	29	630
49	4	911
49	12	499
49	5	178
49	43	171
49	24	3
39	17	855
39	34	50
39	46	130
39	16	1183
39	21	196
39	49	1051
39	35	188
39	10	4271
39	18	538
39	28	9
39	47	899
39	41	402
39	6	54
39	38	30
39	37	6018
39	8	918
39	7	89
39	20	243
39	27	101
39	33	246
39	36	1781
39	25	1375
39	2	2059
39	42	1031
39	19	6213
39	32	1012
39	23	54
39	15	1320
39	22	63
39	4	1352
39	12	135
39	5	433
39	43	218
35	34	37
35	16	7216
35	21	1595
35	49	721
35	39	193
35	10	1401
35	18	813
35	28	1453
35	47	45
35	31	544
35	26	498
35	41	249
35	6	279
35	38	334
35	37	30066
35	8	2219
35	7	364
35	48	200
35	1	141
35	20	657
35	11	142
35	27	61
35	33	135
35	36	1691
35	13	42
35	25	3994
35	2	2895
35	45	75
35	42	1124
35	44	322
35	19	1904
35	40	64
35	32	1059
35	23	289
35	15	1509
35	22	212
35	29	191
35	4	16849
35	12	2618
35	5	467
35	43	155
10	17	673
10	34	315
10	46	186
10	16	1057
10	21	659
10	49	214
10	39	52
10	35	84
10	18	2401
10	9	66
10	28	638
10	47	407
10	31	90
10	26	187
10	41	349
10	6	135
10	38	98
10	37	564
10	8	445
10	7	593
10	48	269
10	1	158
10	20	334
10	30	59
10	11	52
10	27	189
10	33	179
10	36	639
10	13	103
10	25	1133
10	2	1769
10	45	63
10	42	707
10	3	258
10	44	180
10	19	801
10	40	30
10	32	742
10	14	100
10	23	1257
10	15	1753
10	22	129
10	29	99
10	4	954
10	12	380
10	5	81
10	43	263
10	24	54
18	17	1753
18	34	299
18	46	88
18	16	1118
18	21	783
18	49	247
18	39	11
18	35	61
18	10	3363
18	9	41
18	28	390
18	47	430
18	31	13
18	26	101
18	41	346
18	6	561
18	38	22
18	37	349
18	8	284
18	7	140
18	48	69
18	1	319
18	20	182
18	30	84
18	11	93
18	27	143
18	33	50
18	36	172
18	13	22
18	25	760
18	2	1619
18	45	113
18	42	492
18	3	151
18	44	114
18	19	404
18	40	70
18	32	1532
18	14	92
18	23	1659
18	15	1354
18	22	253
18	29	16
18	4	751
18	12	561
18	5	55
18	43	191
18	24	3
9	34	1561
9	16	2412
9	21	724
9	10	910
9	18	110
9	28	624
9	47	506
9	31	63
9	26	256
9	41	1265
9	6	39
9	38	175
9	37	268
9	8	25
9	7	290
9	48	310
9	20	157
9	30	1232
9	11	10
9	27	499
9	36	145
9	13	379
9	25	280
9	2	139
9	45	247
9	42	190
9	3	123
9	44	3281
9	19	62
9	40	23
9	14	169
9	23	84
9	15	1995
9	22	4897
9	4	94
9	12	6804
9	43	73
9	24	209
28	17	260
28	34	1041
28	46	264
28	16	1742
28	21	611
28	49	118
28	39	15
28	35	83
28	10	2171
28	18	483
28	9	9
28	47	2480
28	31	1233
28	26	223
28	41	401
28	6	173
28	38	14
28	37	143
28	8	268
28	7	801
28	48	664
28	1	255
28	20	1575
28	30	43
28	11	133
28	27	230
28	36	76
28	13	37
28	25	469
28	2	514
28	45	36
28	42	770
28	3	251
28	44	158
28	19	287
28	40	23
28	32	271
28	14	66
28	23	774
28	15	1512
28	22	136
28	29	5
28	4	552
28	12	423
28	5	44
28	43	1977
28	24	16
47	17	279
47	34	381
47	46	185
47	16	942
47	21	439
47	49	35
47	39	7
47	35	21
47	10	1759
47	18	619
47	9	77
47	28	2422
47	31	186
47	26	109
47	41	1678
47	6	68
47	38	30
47	37	156
47	8	122
47	7	1897
47	48	207
47	1	426
47	20	517
47	30	58
47	11	99
47	27	126
47	33	48
47	36	46
47	25	299
47	2	523
47	45	16
47	42	2128
47	3	121
47	44	127
47	19	305
47	32	462
47	14	21
47	23	736
47	15	1449
47	22	53
47	29	4
47	4	337
47	12	166
47	5	183
47	43	397
47	24	33
31	17	223
31	34	968
31	46	37
31	16	781
31	21	757
31	49	27
31	39	65
31	35	51
31	10	1123
31	18	633
31	9	56
31	28	2454
31	47	98
31	26	1176
31	41	84
31	6	31
31	37	102
31	8	25
31	7	160
31	48	1469
31	1	22
31	20	1557
31	30	45
31	11	1928
31	27	161
31	33	4
31	36	51
31	13	137
31	25	746
31	2	627
31	45	52
31	42	760
31	3	191
31	44	44
31	19	115
31	32	329
31	14	1040
31	23	186
31	15	2025
31	22	239
31	29	16
31	4	440
31	12	205
31	43	975
31	24	9
26	17	122
26	34	1305
26	46	368
26	16	1657
26	21	1741
26	49	27
26	39	256
26	10	1020
26	18	381
26	9	196
26	28	703
26	47	315
26	31	781
26	41	1035
26	6	362
26	38	23
26	37	196
26	8	256
26	7	626
26	48	321
26	1	200
26	20	7225
26	30	354
26	11	1495
26	27	141
26	33	14
26	36	85
26	13	129
26	25	433
26	2	623
26	45	105
26	42	275
26	3	1852
26	44	308
26	19	365
26	32	374
26	14	311
26	23	273
26	15	4138
26	22	331
26	4	644
26	12	452
26	5	38
26	43	407
26	24	231
41	17	945
41	34	283
41	46	186
41	16	450
41	21	617
41	49	52
41	39	21
41	35	24
41	10	2539
41	18	454
41	9	8
41	28	737
41	47	2067
41	31	88
41	26	165
41	6	681
41	38	114
41	37	166
41	8	89
41	7	497
41	48	99
41	1	56
41	20	457
41	30	5
41	11	136
41	27	189
41	33	60
41	36	25
41	13	28
41	25	221
41	2	875
41	42	3720
41	3	47
41	44	211
41	19	206
41	40	19
41	32	315
41	14	12
41	23	3075
41	15	860
41	22	82
41	29	165
41	4	544
41	12	106
41	5	237
41	43	372
41	24	127
6	17	608
6	34	303
6	46	495
6	16	953
6	21	260
6	49	128
6	39	100
6	10	941
6	18	661
6	9	56
6	28	509
6	47	160
6	31	77
6	26	235
6	41	154
6	38	8
6	37	274
6	8	135
6	7	269
6	48	81
6	1	2585
6	20	442
6	30	22
6	11	42
6	27	140
6	36	75
6	13	112
6	25	444
6	2	526
6	45	166
6	42	313
6	3	452
6	44	51
6	19	211
6	32	410
6	14	87
6	23	477
6	15	6246
6	22	51
6	29	5
6	4	559
6	12	274
6	5	122
6	43	111
6	24	15
38	34	263
38	46	20
38	16	966
38	21	681
38	49	1002
38	39	75
38	35	45
38	10	2078
38	18	66
38	47	95
38	31	75
38	41	88
38	6	26
38	37	739
38	8	2380
38	7	306
38	48	185
38	1	38
38	20	135
38	30	40
38	11	5
38	33	2999
38	36	75
38	13	191
38	25	545
38	2	922
38	42	568
38	44	303
38	19	684
38	40	452
38	32	143
38	23	430
38	15	608
38	22	73
38	29	339
38	4	399
38	12	314
38	5	55
38	43	138
38	24	11
37	17	81
37	34	489
37	46	77
37	16	1829
37	21	572
37	49	195
37	39	934
37	35	2109
37	10	2513
37	18	960
37	9	12
37	28	498
37	47	197
37	26	144
37	41	279
37	6	85
37	38	62
37	8	569
37	7	194
37	48	220
37	1	64
37	20	112
37	11	95
37	27	78
37	33	70
37	36	461
37	13	26
37	25	1288
37	2	1444
37	45	46
37	42	376
37	3	144
37	44	54
37	19	3422
37	40	86
37	32	1296
37	14	23
37	23	243
37	15	2282
37	22	123
37	29	59
37	4	4699
37	12	749
37	5	642
37	43	95
8	17	64
8	34	188
8	46	20
8	16	2546
8	21	573
8	49	1108
8	39	69
8	35	241
8	10	2951
8	18	374
8	28	574
8	47	146
8	31	74
8	26	206
8	41	34
8	6	91
8	38	839
8	37	254
8	7	513
8	48	118
8	1	50
8	20	72
8	30	60
8	11	74
8	27	289
8	33	2966
8	36	690
8	13	65
8	25	1971
8	2	845
8	42	496
8	3	101
8	44	207
8	19	821
8	40	1658
8	32	646
8	23	521
8	15	803
8	22	277
8	29	554
8	4	816
8	12	641
8	5	55
8	43	168
8	24	36
7	17	223
7	34	448
7	46	58
7	16	1035
7	21	425
7	49	82
7	39	15
7	35	48
7	10	2088
7	18	560
7	9	21
7	28	922
7	47	798
7	31	150
7	26	82
7	41	291
7	6	163
7	38	132
7	37	163
7	8	212
7	48	204
7	1	67
7	20	237
7	30	14
7	11	66
7	27	115
7	33	100
7	36	96
7	13	85
7	25	374
7	2	580
7	45	41
7	42	1543
7	3	139
7	44	241
7	19	314
7	40	15
7	32	272
7	14	15
7	23	482
7	15	808
7	22	147
7	29	10
7	4	314
7	12	361
7	5	32
7	43	474
7	24	111
48	17	163
48	34	1106
48	46	34
48	16	1109
48	21	928
48	49	18
48	35	25
48	10	1216
48	18	185
48	9	112
48	28	802
48	47	239
48	31	1121
48	26	148
48	41	77
48	6	48
48	38	13
48	37	50
48	8	281
48	7	213
48	1	4
48	20	385
48	30	446
48	11	399
48	27	190
48	33	9
48	36	62
48	13	114
48	25	229
48	2	596
48	45	1903
48	42	250
48	3	208
48	44	301
48	19	360
48	32	65
48	14	681
48	23	66
48	15	1300
48	22	94
48	29	82
48	4	288
48	12	380
48	5	12
48	43	3501
48	24	10
1	17	2567
1	34	597
1	46	861
1	16	802
1	21	200
1	39	49
1	35	48
1	10	1000
1	18	995
1	9	70
1	28	727
1	47	380
1	31	127
1	26	59
1	41	136
1	6	2517
1	38	71
1	37	297
1	8	26
1	7	377
1	48	139
1	20	943
1	11	118
1	27	153
1	36	80
1	13	338
1	25	149
1	2	1154
1	45	92
1	42	847
1	3	149
1	44	358
1	19	431
1	32	300
1	14	77
1	23	3905
1	15	2906
1	22	72
1	4	950
1	12	205
1	43	187
1	24	21
20	17	302
20	34	731
20	46	1535
20	16	1303
20	21	1111
20	49	11
20	35	32
20	10	1596
20	18	471
20	9	58
20	28	2459
20	47	719
20	31	708
20	26	4529
20	41	475
20	6	110
20	38	57
20	37	204
20	8	200
20	7	314
20	48	405
20	1	325
20	30	30
20	11	463
20	27	184
20	33	58
20	36	54
20	13	110
20	25	381
20	2	488
20	45	88
20	42	557
20	3	957
20	44	111
20	19	159
20	40	46
20	32	483
20	14	31
20	23	839
20	15	3472
20	22	159
20	29	20
20	4	814
20	12	463
20	5	11
20	43	436
20	24	149
30	17	71
30	34	1337
30	46	71
30	16	2339
30	21	3517
30	49	32
30	35	86
30	10	949
30	18	959
30	9	2715
30	28	298
30	47	233
30	31	470
30	26	387
30	41	102
30	6	209
30	38	231
30	37	210
30	8	203
30	7	496
30	48	765
30	1	407
30	20	470
30	11	101
30	27	485
30	13	285
30	25	350
30	2	312
30	45	2043
30	42	638
30	3	43
30	44	1428
30	19	309
30	32	521
30	14	403
30	23	115
30	15	1533
30	22	1459
30	12	4211
30	43	386
30	24	1415
11	17	392
11	34	863
11	46	39
11	16	1879
11	21	3128
11	39	44
11	10	2021
11	18	1089
11	9	75
11	28	457
11	47	148
11	31	4216
11	26	1060
11	41	46
11	6	22
11	37	299
11	8	100
11	7	595
11	48	950
11	1	30
11	20	1075
11	30	48
11	27	348
11	36	86
11	13	178
11	25	449
11	2	546
11	45	6
11	42	932
11	3	501
11	44	49
11	19	170
11	40	19
11	32	280
11	14	1939
11	23	474
11	15	1536
11	22	195
11	29	14
11	4	211
11	12	703
11	43	179
11	24	406
27	17	32
27	34	2661
27	46	27
27	16	7410
27	21	1141
27	49	49
27	35	11
27	10	1245
27	18	222
27	9	1234
27	28	513
27	47	485
27	31	269
27	26	210
27	41	89
27	6	682
27	38	7
27	37	39
27	8	106
27	7	556
27	48	280
27	1	337
27	20	489
27	30	82
27	11	187
27	33	149
27	36	67
27	13	286
27	25	612
27	2	283
27	45	4
27	42	482
27	3	365
27	44	1775
27	19	135
27	40	13
27	32	123
27	14	18
27	23	260
27	15	2052
27	22	1447
27	29	36
27	4	395
27	12	1394
27	5	8
27	43	445
27	24	94
33	34	1108
33	46	115
33	16	503
33	21	135
33	49	693
33	39	115
33	35	96
33	10	3795
33	18	76
33	28	31
33	47	257
33	41	132
33	38	3495
33	37	786
33	8	8312
33	7	459
33	48	81
33	30	189
33	27	121
33	36	698
33	13	397
33	25	1827
33	2	1375
33	42	20
33	19	677
33	40	500
33	32	581
33	14	41
33	23	479
33	15	861
33	22	198
33	29	2125
33	4	1081
33	12	428
33	43	185
33	24	247
36	17	136
36	34	459
36	46	31
36	16	1312
36	21	200
36	49	514
36	39	687
36	35	268
36	10	3387
36	18	1019
36	9	3
36	28	392
36	47	279
36	31	2
36	26	68
36	41	12
36	6	70
36	38	43
36	37	712
36	8	903
36	7	260
36	48	25
36	1	17
36	20	183
36	30	10
36	11	28
36	27	245
36	33	60
36	13	114
36	25	4096
36	2	1344
36	45	19
36	42	403
36	3	43
36	44	128
36	19	4920
36	40	116
36	32	553
36	23	251
36	15	664
36	22	72
36	29	151
36	4	1080
36	12	505
36	5	61
36	43	123
13	17	27
13	34	3280
13	46	102
13	16	1826
13	21	5468
13	39	14
13	10	1222
13	18	773
13	9	86
13	28	497
13	47	318
13	31	171
13	26	326
13	41	285
13	6	590
13	38	46
13	37	571
13	8	37
13	7	158
13	48	194
13	20	289
13	30	534
13	11	217
13	27	1013
13	33	48
13	25	309
13	2	1101
13	45	614
13	42	548
13	3	730
13	44	688
13	19	637
13	40	20
13	32	451
13	14	142
13	23	174
13	15	8443
13	22	484
13	29	48
13	4	666
13	12	931
13	5	16
13	43	931
13	24	244
25	17	165
25	34	270
25	46	7
25	16	1784
25	21	325
25	49	1400
25	39	148
25	35	237
25	10	3227
25	18	550
25	9	150
25	28	452
25	47	77
25	31	22
25	26	84
25	41	168
25	6	107
25	38	148
25	37	428
25	8	1021
25	7	331
25	48	181
25	1	67
25	20	164
25	30	9
25	11	39
25	27	141
25	33	65
25	36	3318
25	13	56
25	2	1310
25	45	107
25	42	464
25	3	62
25	44	145
25	19	2204
25	40	166
25	32	651
25	14	18
25	23	271
25	15	969
25	22	174
25	29	232
25	4	920
25	12	386
25	5	32
25	43	63
25	24	20
2	17	214
2	34	634
2	46	61
2	16	1098
2	21	610
2	49	110
2	39	56
2	35	98
2	10	2572
2	18	1633
2	9	128
2	28	437
2	47	249
2	31	48
2	26	113
2	41	365
2	6	78
2	38	101
2	37	634
2	8	305
2	7	362
2	48	186
2	1	34
2	20	234
2	30	35
2	11	131
2	27	86
2	33	165
2	36	612
2	13	39
2	25	892
2	45	17
2	42	560
2	3	78
2	44	343
2	19	730
2	40	64
2	32	2671
2	14	18
2	23	904
2	15	1729
2	22	73
2	29	25
2	4	2303
2	12	523
2	5	181
2	43	178
2	24	35
45	34	2861
45	46	296
45	16	2518
45	21	1474
45	39	220
45	10	1958
45	18	480
45	9	344
45	28	712
45	31	652
45	41	80
45	38	176
45	37	383
45	7	410
45	48	12918
45	1	93
45	20	250
45	30	2609
45	11	518
45	33	79
45	36	379
45	13	270
45	25	387
45	2	233
45	42	291
45	3	17
45	44	313
45	19	588
45	40	228
45	32	656
45	14	2619
45	23	375
45	15	3239
45	22	635
45	4	619
45	12	1865
45	43	546
45	24	951
42	17	111
42	34	541
42	46	73
42	16	1198
42	21	271
42	49	120
42	39	38
42	35	136
42	10	1922
42	18	593
42	9	7
42	28	550
42	47	1267
42	31	82
42	26	289
42	41	1305
42	6	82
42	38	67
42	37	265
42	8	96
42	7	1166
42	48	97
42	1	68
42	20	195
42	30	62
42	11	66
42	27	163
42	33	22
42	36	345
42	13	93
42	25	452
42	2	807
42	45	11
42	3	79
42	44	119
42	19	1054
42	40	53
42	32	495
42	23	537
42	15	822
42	22	118
42	29	17
42	4	540
42	12	263
42	5	625
42	43	321
42	24	40
3	17	236
3	34	642
3	46	2154
3	16	1243
3	21	1511
3	49	43
3	10	809
3	18	836
3	9	201
3	28	264
3	47	333
3	31	180
3	26	1968
3	41	286
3	6	119
3	38	55
3	37	210
3	8	66
3	7	100
3	48	281
3	1	104
3	20	1167
3	30	60
3	11	201
3	27	330
3	33	20
3	36	64
3	13	547
3	25	330
3	2	516
3	45	413
3	42	8
3	44	177
3	19	399
3	32	57
3	23	540
3	15	6240
3	22	32
3	29	18
3	4	451
3	12	868
3	5	12
3	43	200
3	24	77
44	34	3275
44	46	60
44	16	5750
44	21	691
44	49	153
44	35	19
44	10	870
44	18	217
44	9	1132
44	28	265
44	47	243
44	31	41
44	26	109
44	41	249
44	6	145
44	38	43
44	37	219
44	8	242
44	7	302
44	48	232
44	1	13
44	20	130
44	30	785
44	11	195
44	27	744
44	33	54
44	36	46
44	13	480
44	25	338
44	2	733
44	45	95
44	42	415
44	3	381
44	19	346
44	40	20
44	32	178
44	14	8
44	23	553
44	15	1544
44	22	1228
44	29	29
44	4	118
44	12	7566
44	5	32
44	43	370
44	24	212
19	17	138
19	34	288
19	46	67
19	16	925
19	21	367
19	49	269
19	39	780
19	35	126
19	10	2477
19	18	353
19	9	73
19	28	410
19	47	215
19	31	28
19	26	75
19	41	149
19	6	53
19	38	108
19	37	973
19	8	469
19	7	333
19	48	100
19	1	83
19	20	125
19	30	21
19	11	22
19	27	121
19	33	123
19	36	1885
19	13	84
19	25	1510
19	2	941
19	45	57
19	42	1318
19	3	73
19	44	86
19	40	32
19	32	549
19	14	15
19	23	195
19	15	714
19	22	86
19	29	40
19	4	1016
19	12	242
19	5	491
19	43	120
19	24	11
40	34	305
40	16	1642
40	21	667
40	49	2018
40	39	176
40	35	82
40	10	3986
40	18	185
40	28	391
40	38	299
40	37	130
40	8	10044
40	7	39
40	48	190
40	20	37
40	11	66
40	27	83
40	33	816
40	36	210
40	25	1286
40	2	1450
40	42	39
40	3	52
40	19	505
40	32	1591
40	23	172
40	15	881
40	22	47
40	29	222
40	4	1710
40	12	212
40	43	25
40	24	83
32	17	239
32	34	442
32	46	23
32	16	962
32	21	629
32	49	356
32	39	92
32	35	80
32	10	2999
32	18	3211
32	9	12
32	28	696
32	47	486
32	31	34
32	26	56
32	41	283
32	6	237
32	38	98
32	37	494
32	8	223
32	7	516
32	48	29
32	1	129
32	20	444
32	30	132
32	11	14
32	27	120
32	33	202
32	36	244
32	13	249
32	25	876
32	2	5131
32	45	22
32	42	905
32	3	157
32	44	160
32	19	643
32	40	8
32	14	120
32	23	1192
32	15	1732
32	22	48
32	29	35
32	4	1726
32	12	398
32	5	458
32	43	121
32	24	10
14	17	319
14	34	1039
14	46	166
14	16	1474
14	21	2476
14	10	3484
14	18	594
14	28	848
14	31	1893
14	26	433
14	41	150
14	6	331
14	38	80
14	37	175
14	8	59
14	7	402
14	48	4433
14	20	594
14	30	426
14	11	3133
14	27	3
14	25	490
14	2	64
14	45	1394
14	42	152
14	3	343
14	44	402
14	19	517
14	32	227
14	23	1959
14	15	2252
14	22	361
14	4	253
14	12	185
14	5	51
14	43	425
14	24	853
23	17	1805
23	34	190
23	46	811
23	16	1190
23	21	213
23	49	109
23	39	15
23	35	101
23	10	1961
23	18	2699
23	9	71
23	28	1046
23	47	798
23	31	86
23	26	171
23	41	1845
23	6	230
23	38	86
23	37	246
23	8	315
23	7	593
23	48	180
23	1	1477
23	20	465
23	30	35
23	11	135
23	27	123
23	33	36
23	36	63
23	13	114
23	25	464
23	2	1104
23	45	95
23	42	807
23	3	326
23	44	44
23	19	378
23	32	836
23	14	44
23	15	1805
23	22	120
23	29	45
23	4	1175
23	12	379
23	5	388
23	43	196
23	24	15
15	17	199
15	34	707
15	46	542
15	16	1320
15	21	940
15	49	141
15	39	13
15	35	36
15	10	845
15	18	794
15	9	90
15	28	468
15	47	220
15	31	118
15	26	263
15	41	222
15	6	823
15	38	83
15	37	258
15	8	143
15	7	275
15	48	166
15	1	204
15	20	377
15	30	76
15	11	224
15	27	179
15	33	27
15	36	227
15	13	497
15	25	513
15	2	654
15	45	38
15	42	286
15	3	1102
15	44	188
15	19	340
15	40	33
15	32	188
15	14	9
15	23	420
15	22	262
15	29	14
15	4	521
15	12	643
15	5	18
15	43	138
15	24	47
22	17	25
22	34	1848
22	46	225
22	16	2993
22	21	1532
22	49	413
22	39	31
22	35	68
22	10	1128
22	18	356
22	9	2101
22	28	837
22	47	192
22	31	160
22	26	371
22	41	380
22	6	191
22	38	45
22	37	587
22	8	147
22	7	189
22	48	198
22	1	148
22	20	915
22	30	282
22	11	142
22	27	2261
22	33	9
22	36	6
22	13	380
22	25	115
22	2	550
22	45	101
22	42	609
22	3	616
22	44	796
22	19	647
22	40	61
22	32	669
22	14	24
22	23	376
22	15	1993
22	29	104
22	4	902
22	12	2367
22	5	35
22	43	397
22	24	288
29	34	59
29	16	2628
29	21	1670
29	49	952
29	39	488
29	35	341
29	10	2759
29	18	690
29	9	102
29	28	121
29	47	48
29	38	1596
29	37	70
29	8	3169
29	7	227
29	48	136
29	20	377
29	30	89
29	27	41
29	33	2762
29	13	307
29	25	6521
29	2	1934
29	42	502
29	3	243
29	44	792
29	19	1604
29	40	214
29	32	703
29	23	123
29	15	911
29	4	972
29	12	12
29	43	176
4	17	614
4	34	582
4	46	105
4	16	2084
4	21	1089
4	49	269
4	39	171
4	35	914
4	10	3740
4	18	822
4	9	94
4	28	554
4	47	288
4	31	35
4	26	160
4	41	432
4	6	156
4	38	102
4	37	3119
4	8	501
4	7	481
4	48	95
4	1	81
4	20	379
4	30	29
4	11	79
4	27	190
4	33	98
4	36	236
4	13	116
4	25	1094
4	2	3275
4	45	15
4	42	787
4	3	159
4	44	191
4	19	1177
4	40	150
4	32	765
4	14	18
4	23	961
4	15	2203
4	22	179
4	29	106
4	12	692
4	5	781
4	43	102
4	24	23
12	17	282
12	34	2333
12	46	176
12	16	5051
12	21	888
12	49	141
12	35	51
12	10	1202
12	18	467
12	9	1987
12	28	379
12	47	158
12	31	165
12	26	141
12	41	164
12	6	117
12	38	37
12	37	250
12	8	274
12	7	421
12	48	782
12	1	17
12	20	335
12	30	724
12	11	86
12	27	828
12	33	26
12	36	200
12	13	360
12	25	260
12	2	902
12	45	90
12	42	270
12	3	167
12	44	2880
12	19	406
12	40	66
12	32	510
12	14	75
12	23	431
12	15	2240
12	22	1088
12	29	21
12	4	851
12	5	24
12	43	257
12	24	49
5	17	97
5	34	16
5	46	39
5	16	690
5	21	131
5	49	100
5	39	68
5	35	162
5	10	3192
5	18	707
5	9	85
5	28	481
5	47	264
5	26	49
5	41	2092
5	6	314
5	37	3005
5	8	63
5	7	63
5	1	157
5	20	32
5	11	22
5	36	168
5	13	113
5	25	624
5	2	2562
5	42	3469
5	44	102
5	19	3039
5	32	719
5	23	944
5	15	512
5	22	41
5	4	1342
5	12	100
5	43	146
5	24	65
43	17	171
43	34	1341
43	46	22
43	16	923
43	21	533
43	49	56
43	35	59
43	10	1304
43	18	452
43	9	7
43	28	2404
43	47	555
43	31	746
43	26	163
43	41	161
43	6	70
43	38	17
43	37	298
43	8	121
43	7	622
43	48	2629
43	1	214
43	20	266
43	30	133
43	11	57
43	27	198
43	33	34
43	36	86
43	13	49
43	25	333
43	2	330
43	45	81
43	42	478
43	3	67
43	44	72
43	19	297
43	40	13
43	32	282
43	14	6
43	23	256
43	15	1006
43	22	231
43	29	30
43	4	280
43	12	582
43	5	75
43	24	4
24	17	128
24	34	1608
24	16	2641
24	21	3377
24	35	117
24	10	1288
24	18	2318
24	9	1481
24	28	161
24	47	1745
24	31	415
24	26	1049
24	6	167
24	37	254
24	8	76
24	7	174
24	48	734
24	1	1293
24	20	1056
24	30	3374
24	11	1662
24	27	1369
24	13	429
24	25	31
24	2	1810
24	45	502
24	42	129
24	3	1109
24	44	2210
24	19	270
24	32	460
24	14	1127
24	23	209
24	15	4028
24	22	2655
24	29	77
24	4	460
24	12	2141
24	43	356
