O	D	Flow
9	2	465
9	45	135
9	42	843
9	3	421
9	44	4463
9	19	205
9	40	27
9	32	530
9	14	15
9	23	1623
9	15	1124
9	22	4644
9	29	60
9	4	202
9	12	5707
9	5	110
9	43	81
9	24	767
28	17	242
28	34	563
28	46	241
28	16	1547
28	21	583
28	49	158
28	39	12
28	35	58
28	10	1548
28	18	694
28	9	69
28	47	2374
28	31	731
28	26	54
28	41	489
28	6	245
28	38	25
28	37	211
28	8	213
28	7	1060
28	48	589
28	1	289
28	20	1887
28	30	69
28	11	107
28	27	257
28	33	58
28	36	127
28	13	76
28	25	676
28	2	504
28	45	20
28	42	647
28	3	128
28	44	122
28	19	299
28	40	25
28	32	187
28	14	27
28	23	698
28	15	2241
28	22	91
28	29	30
28	4	505
28	12	529
28	5	41
28	43	1966
28	24	34
47	17	198
47	34	561
47	46	152
47	16	1339
47	21	334
47	49	46
47	35	32
47	10	2153
47	18	617
47	28	2410
47	31	391
47	26	129
47	41	1672
47	6	50
47	38	1
47	37	256
47	8	44
47	7	1873
47	48	121
47	1	91
47	20	554
47	30	18
47	11	22
47	27	101
47	33	48
47	36	114
47	13	49
47	25	208
47	2	287
47	45	117
47	42	2131
47	3	306
47	44	128
47	19	176
47	40	3
47	32	430
47	14	43
47	23	502
47	15	1561
47	22	71
47	29	14
47	4	460
47	12	231
47	5	50
47	43	230
47	24	110
31	17	225
31	34	866
31	46	306
31	16	1151
31	21	927
31	35	8
31	10	1486
31	18	921
31	9	27
31	28	2540
31	47	703
31	26	384
31	41	379
31	6	379
31	37	190
31	8	139
31	7	424
31	48	2605
31	1	16
31	20	1344
31	11	2441
31	27	141
31	33	14
31	36	22
31	13	33
31	25	268
31	2	446
31	45	82
31	42	376
31	3	124
31	44	281
31	19	220
31	32	95
31	14	1107
31	23	569
31	15	1303
31	22	74
31	29	73
31	4	319
31	12	469
31	43	1348
31	24	32
26	17	195
26	34	628
26	46	570
26	16	1617
26	21	2262
26	49	72
26	10	1441
26	18	651
26	9	45
26	28	673
26	47	436
26	31	1089
26	41	317
26	6	157
26	38	318
26	37	476
26	8	128
26	7	487
26	48	297
26	1	75
26	20	7754
26	30	105
26	11	925
26	27	97
26	33	220
26	36	78
26	13	303
26	25	723
26	2	427
26	42	431
26	3	2290
26	44	275
26	19	246
26	32	338
26	14	169
26	23	596
26	15	3188
26	22	216
26	4	939
26	12	444
26	43	185
26	24	205
41	17	567
41	34	200
41	46	434
41	16	884
41	21	519
41	49	15
41	39	40
41	35	10
41	10	1723
41	18	1028
41	28	947
41	47	2013
41	31	126
41	26	274
41	6	140
41	38	112
41	37	203
41	8	294
41	7	450
41	48	37
41	1	118
41	20	709
41	30	41
41	11	126
41	27	351
41	33	24
41	36	140
41	13	91
41	25	186
41	2	887
41	45	4
41	42	3022
41	3	355
41	44	150
41	19	318
41	32	314
41	23	2196
41	15	1247
41	22	32
41	29	42
41	4	743
41	12	488
41	5	448
41	43	233
6	17	309
6	34	319
6	46	965
6	16	813
6	21	513
6	49	5
6	39	46
6	35	185
6	10	1482
6	18	1404
6	9	26
6	28	393
6	47	156
6	31	43
6	26	139
6	41	178
6	38	40
6	37	141
6	8	67
6	7	171
6	48	84
6	1	1814
6	20	442
6	30	103
6	11	59
6	33	190
6	36	127
6	13	43
6	25	340
6	2	318
6	45	18
6	42	436
6	3	507
6	44	149
6	19	265
6	40	171
6	32	400
6	14	33
6	23	1459
6	15	6279
6	22	123
6	29	7
6	4	285
6	12	74
6	43	30
6	24	89
38	17	39
38	34	663
38	16	831
38	21	663
38	49	275
38	39	39
38	10	2255
38	18	399
38	9	9
38	28	246
38	47	152
38	31	14
38	26	105
38	41	280
38	6	28
38	37	360
38	8	3711
38	7	82
38	48	82
38	1	100
38	20	389
38	30	15
38	27	102
38	33	2317
38	36	353
38	13	39
38	25	1112
38	2	463
38	42	91
38	3	140
38	44	35
38	19	716
38	40	314
38	32	823
38	23	185
38	15	792
38	22	170
38	29	524
38	4	670
38	12	539
38	43	693
38	24	73
37	17	162
37	34	305
37	46	216
37	16	1651
37	21	492
37	49	207
37	39	1339
37	35	1559
37	10	2029
37	18	946
37	9	24
37	28	478
37	47	104
37	31	94
37	26	212
37	41	319
37	6	137
37	38	95
37	8	803
37	7	291
37	48	167
37	1	58
37	20	391
37	30	25
37	11	99
37	27	269
37	33	228
37	36	548
37	13	107
37	25	1065
37	2	2285
37	45	24
37	42	532
37	3	157
37	44	69
37	19	2964
37	40	235
37	32	597
37	14	25
37	23	309
37	15	1783
37	22	133
37	29	52
37	4	5020
37	12	559
37	5	1404
37	43	102
8	17	144
8	34	198
8	16	1928
8	21	326
8	49	1138
8	39	14
8	35	231
8	10	2922
8	18	359
8	9	8
8	28	426
8	47	79
8	31	47
8	26	13
8	41	62
8	6	83
8	38	768
8	37	355
8	7	349
8	48	105
8	1	45
8	20	203
8	30	28
8	11	40
8	27	150
8	33	2574
8	36	574
8	13	135
8	25	2178
8	2	920
8	45	7
8	42	468
8	3	21
8	44	234
8	19	1092
8	40	1354
8	32	395
8	14	12
8	23	231
8	15	803
8	22	206
8	29	613
8	4	778
8	12	326
8	5	9
8	43	97
8	24	61
7	17	282
7	34	817
7	46	43
7	16	925
7	21	274
7	49	120
7	39	17
7	35	62
7	10	2003
7	18	840
7	9	38
7	28	1515
7	47	989
7	31	67
7	26	44
7	41	405
7	6	143
7	38	7
7	37	94
7	8	132
7	48	169
7	1	210
7	20	198
7	30	40
7	11	92
7	27	109
7	33	21
7	36	238
7	13	52
7	25	305
7	2	649
7	45	51
7	42	1664
7	3	138
7	44	129
7	19	320
7	40	61
7	32	301
7	14	21
7	23	600
7	15	1005
7	22	167
7	29	9
7	4	327
7	12	245
7	5	98
7	43	597
7	24	91
48	17	89
48	34	1037
48	46	53
48	16	1362
48	21	693
48	49	143
48	39	37
48	10	1030
48	18	198
48	9	128
48	28	1042
48	47	361
48	31	1529
48	26	423
48	41	198
48	6	193
48	38	34
48	37	176
48	8	136
48	7	343
48	1	40
48	20	462
48	30	171
48	11	142
48	27	74
48	33	6
48	36	128
48	13	61
48	25	223
48	2	363
48	45	2916
48	42	246
48	3	160
48	44	453
48	19	166
48	40	69
48	32	367
48	14	992
48	23	308
48	15	1241
48	22	108
48	29	1
48	4	246
48	12	642
48	5	42
48	43	2904
48	24	73
1	17	2578
1	34	167
1	46	475
1	16	819
1	21	390
1	49	19
1	39	135
1	10	2315
1	18	1922
1	9	139
1	28	378
1	47	260
1	31	44
1	26	31
1	41	572
1	6	2785
1	37	271
1	8	158
1	7	132
1	48	63
1	20	253
1	30	8
1	11	23
1	27	112
1	36	36
1	13	61
1	25	234
1	2	555
1	45	103
1	42	453
1	3	652
1	44	309
1	19	110
1	40	129
1	32	426
1	23	3729
1	15	2349
1	22	170
1	29	17
1	4	412
1	12	180
1	43	159
20	17	248
20	34	458
20	46	872
20	16	1182
20	21	1045
20	49	56
20	39	78
20	35	46
20	10	1780
20	18	321
20	9	61
20	28	2084
20	47	376
20	31	600
20	26	4155
20	41	318
20	6	258
20	38	30
20	37	126
20	8	82
20	7	261
20	48	224
20	1	138
20	30	57
20	11	342
20	27	115
20	33	1
20	36	176
20	13	231
20	25	340
20	2	199
20	45	81
20	42	226
20	3	716
20	44	92
20	19	356
20	40	3
20	32	297
20	14	13
20	23	585
20	15	2203
20	22	302
20	29	29
20	4	465
20	12	566
20	5	25
20	43	180
20	24	210
30	17	529
30	34	2059
30	46	40
30	16	3104
30	21	2600
30	49	59
30	35	43
30	10	568
30	18	167
30	9	2682
30	28	66
30	47	203
30	26	328
30	6	334
30	38	291
30	7	168
30	48	683
30	1	103
30	20	753
30	11	475
30	27	1083
30	33	281
30	36	79
30	13	48
30	2	739
30	45	1542
30	42	458
30	3	283
30	44	2850
30	19	198
30	14	339
30	23	39
30	15	640
30	22	1065
30	29	340
30	4	398
30	12	3092
30	5	63
30	43	575
30	24	1590
11	17	92
11	34	1473
11	46	73
11	16	676
11	21	1853
11	39	70
11	35	11
11	10	1194
11	18	281
11	9	205
11	28	836
11	47	129
11	31	3466
11	26	1667
11	41	359
11	6	195
11	38	129
11	37	59
11	8	8
11	7	389
11	48	585
11	1	162
11	20	1891
11	30	113
11	27	596
11	33	39
11	36	175
11	13	137
11	25	150
11	2	347
11	45	154
11	42	205
11	3	660
11	44	542
11	19	161
11	40	263
11	32	212
11	14	1592
11	23	53
11	15	2116
11	22	421
11	29	107
11	4	439
11	12	725
11	5	94
11	43	184
11	24	277
27	17	204
27	34	3401
27	46	125
27	16	10769
27	21	899
27	49	43
27	10	1263
27	18	316
27	9	923
27	28	849
27	47	494
27	31	191
27	26	226
27	41	30
27	6	266
27	38	40
27	37	100
27	8	216
27	7	573
27	48	411
27	1	154
27	20	496
27	30	277
27	11	161
27	33	53
27	36	342
27	13	412
27	25	609
27	2	779
27	45	106
27	42	371
27	3	415
27	44	905
27	19	214
27	32	267
27	14	208
27	23	347
27	15	3431
27	22	2776
27	29	54
27	4	229
27	12	1358
27	5	3
27	43	323
27	24	15
33	34	348
33	46	272
33	16	903
33	21	404
33	49	1919
33	35	81
33	10	3759
33	18	220
33	28	244
33	47	180
33	26	167
33	41	167
33	38	3383
33	37	81
33	8	9184
33	7	255
33	1	30
33	20	226
33	30	290
33	11	50
33	27	271
33	36	639
33	13	58
33	25	1667
33	2	1449
33	45	36
33	42	561
33	3	224
33	19	682
33	40	781
33	32	967
33	14	16
33	23	358
33	15	1092
33	29	2701
33	4	338
33	12	223
33	5	247
33	43	162
36	17	83
36	34	430
36	46	49
36	16	1185
36	21	161
36	49	621
36	39	510
36	35	245
36	10	3490
36	18	526
36	28	398
36	47	61
36	31	36
36	26	74
36	41	15
36	6	28
36	38	76
36	37	939
36	8	676
36	7	181
36	48	107
36	1	15
36	20	177
36	30	14
36	11	23
36	27	56
36	33	90
36	13	57
36	25	3297
36	2	868
36	45	14
36	42	359
36	3	11
36	44	92
36	19	4111
36	40	191
36	32	721
36	14	2
36	23	152
36	15	981
36	22	49
36	29	63
36	4	1033
36	12	239
36	5	172
36	43	110
13	17	878
13	34	3119
13	46	99
13	16	3006
13	21	2852
13	49	94
13	39	123
13	35	196
13	10	1034
13	18	436
13	9	411
13	28	1116
13	47	7
13	31	172
13	26	194
13	41	414
13	6	131
13	37	147
13	8	219
13	7	740
13	48	387
13	1	136
13	20	824
13	30	269
13	11	220
13	27	1118
13	33	12
13	36	49
13	25	823
13	2	546
13	45	38
13	42	577
13	3	672
13	44	1052
13	19	183
13	32	164
13	14	31
13	23	28
13	15	10847
13	22	702
13	29	52
13	4	323
13	12	678
13	5	129
13	43	330
13	24	95
25	17	139
25	34	348
25	46	52
25	16	1564
25	21	399
25	49	1174
25	39	179
25	35	243
25	10	2823
25	18	826
25	9	13
25	28	433
25	47	109
25	31	17
25	26	40
25	41	136
25	6	89
25	38	80
25	37	685
25	8	843
25	7	240
25	48	151
25	1	15
25	20	151
25	30	21
25	11	18
25	27	170
25	33	95
25	36	2449
25	13	16
25	2	1159
25	45	7
25	42	408
25	3	84
25	44	150
25	19	1705
25	40	196
25	32	426
25	14	8
25	23	149
25	15	1015
25	22	136
25	29	153
25	4	746
25	12	189
25	5	60
25	43	53
25	24	79
2	17	575
2	34	262
2	46	55
2	16	1103
2	21	493
2	49	183
2	39	139
2	35	127
2	10	2956
2	18	2009
2	28	583
2	47	297
2	31	114
2	26	155
2	41	237
2	6	210
2	38	96
2	37	841
2	8	417
2	7	320
2	48	173
2	1	102
2	20	538
2	30	123
2	11	36
2	27	77
2	33	67
2	36	315
2	13	104
2	25	1103
2	45	4
2	42	1130
2	3	418
2	44	79
2	19	759
2	40	75
2	32	2417
2	14	46
2	23	988
2	15	1482
2	22	79
2	29	56
2	4	2288
2	12	461
2	5	226
2	43	228
2	24	52
45	17	204
45	34	1254
45	16	983
45	21	1348
45	10	69
45	9	522
45	28	296
45	31	2114
45	26	142
45	6	516
45	8	95
45	7	1502
45	48	14281
45	20	398
45	30	3454
45	11	523
45	27	326
45	13	15
45	25	164
45	42	47
45	3	229
45	44	1598
45	19	642
45	32	63
45	14	4038
45	23	80
45	15	1470
45	22	300
45	4	2286
45	12	763
45	43	1220
45	24	192
42	17	317
42	34	318
42	46	158
42	16	582
42	21	394
42	49	99
42	39	39
42	35	27
42	10	1951
42	18	862
42	9	28
42	28	706
42	47	780
42	31	77
42	26	132
42	41	1360
42	6	117
42	38	107
42	37	224
42	8	247
42	7	829
42	48	186
42	1	126
42	20	239
42	30	28
42	11	39
42	27	148
42	33	35
42	36	96
42	13	48
42	25	740
42	2	772
42	45	27
42	3	53
42	44	41
42	19	1003
42	40	18
42	32	858
42	14	7
42	23	434
42	15	975
42	22	152
42	29	39
42	4	502
42	12	239
42	5	801
42	43	287
42	24	12
3	17	173
3	34	441
3	46	2307
3	16	964
3	21	1333
3	49	16
3	39	23
3	35	40
3	10	1138
3	18	816
3	9	18
3	28	365
3	47	255
3	31	248
3	26	1272
3	41	154
3	6	637
3	38	24
3	37	128
3	8	44
3	7	150
3	48	166
3	1	306
3	20	1840
3	30	126
3	11	282
3	27	115
3	33	13
3	36	34
3	13	220
3	25	357
3	2	452
3	45	52
3	42	378
3	44	343
3	19	541
3	32	439
3	14	64
3	23	333
3	15	7570
3	22	365
3	4	398
3	12	615
3	5	28
3	43	173
3	24	44
44	17	58
44	34	2378
44	46	200
44	16	5131
44	21	712
44	49	69
44	35	49
44	10	462
44	18	169
44	9	1439
44	28	543
44	47	474
44	31	190
44	26	139
44	41	30
44	6	714
44	38	32
44	37	150
44	8	181
44	7	83
44	48	430
44	1	45
44	20	247
44	30	712
44	11	38
44	27	452
44	33	62
44	36	219
44	13	294
44	25	514
44	2	367
44	45	269
44	42	235
44	3	182
44	19	383
44	40	1
44	32	148
44	14	92
44	23	208
44	15	1112
44	22	702
44	29	68
44	4	115
44	12	7026
44	5	26
44	43	186
44	24	564
19	17	116
19	34	448
19	46	19
19	16	894
19	21	295
19	49	514
19	39	843
19	35	170
19	10	2251
19	18	492
19	9	32
19	28	542
19	47	150
19	31	83
19	26	44
19	41	102
19	6	54
19	38	247
19	37	998
19	8	372
19	7	325
19	48	89
19	1	72
19	20	258
19	30	61
19	11	13
19	27	143
19	33	38
19	36	1529
19	13	38
19	25	1897
19	2	1038
19	42	921
19	3	123
19	44	113
19	40	170
19	32	695
19	14	25
19	23	274
19	15	798
19	22	69
19	29	64
19	4	1065
19	12	177
19	5	408
19	43	108
19	24	34
40	17	114
40	34	439
40	46	28
40	16	1571
40	21	494
40	49	3418
40	35	1089
40	10	3033
40	18	784
40	28	628
40	47	54
40	31	18
40	41	64
40	6	108
40	38	558
40	37	199
40	8	7548
40	7	544
40	48	147
40	1	30
40	20	272
40	33	1391
40	36	337
40	25	2663
40	2	530
40	42	967
40	3	366
40	44	114
40	19	660
40	32	1402
40	23	146
40	15	1188
40	22	753
40	29	180
40	4	1621
40	12	617
40	43	57
32	17	376
32	34	429
32	46	71
32	16	1528
32	21	275
32	49	337
32	39	111
32	35	106
32	10	2324
32	18	3119
32	9	67
32	28	421
32	47	264
32	31	90
32	26	248
32	41	143
32	6	270
32	38	121
32	37	364
32	8	149
32	7	678
32	48	164
32	1	386
32	20	369
32	30	30
32	11	85
32	27	229
32	33	29
32	36	203
32	13	207
32	25	1205
32	2	4826
32	45	10
32	42	363
32	3	255
32	44	139
32	19	808
32	40	102
32	14	22
32	23	1168
32	15	1514
32	22	203
32	29	2
32	4	1999
32	12	408
32	5	299
32	43	109
32	24	63
14	17	377
14	34	1790
14	46	111
14	16	1164
14	21	1960
14	35	241
14	10	632
14	18	79
14	9	3612
14	28	325
14	47	224
14	31	2553
14	26	458
14	6	172
14	37	426
14	8	41
14	7	372
14	48	3273
14	1	71
14	20	880
14	30	439
14	11	3370
14	27	842
14	36	26
14	13	874
14	25	525
14	45	3490
14	3	435
14	44	58
14	19	223
14	32	287
14	23	337
14	15	1531
14	22	113
14	4	104
14	12	1760
14	43	313
14	24	679
23	17	1355
23	34	506
23	46	659
23	16	1080
23	21	353
23	49	175
23	39	25
23	35	86
23	10	2037
23	18	2905
23	9	96
23	28	927
23	47	404
23	31	121
23	26	149
23	41	1286
23	6	549
23	38	24
23	37	187
23	8	123
23	7	697
23	48	97
23	1	1836
23	20	379
23	30	4
23	11	9
23	27	150
23	33	49
23	36	182
23	13	95
23	25	224
23	2	1116
23	45	19
23	42	785
23	3	213
23	44	114
23	19	513
23	32	454
23	14	118
23	15	2211
23	22	194
23	29	17
23	4	827
23	12	316
23	5	190
23	43	496
23	24	40
15	17	166
15	34	670
15	46	488
15	16	1219
15	21	887
15	49	75
15	39	9
15	35	61
15	10	914
15	18	564
15	9	73
15	28	444
15	47	269
15	31	129
15	26	351
15	41	225
15	6	821
15	38	26
15	37	203
15	8	108
15	7	269
15	48	239
15	1	308
15	20	374
15	30	78
15	11	113
15	27	196
15	33	34
15	36	162
15	13	518
15	25	495
15	2	363
15	45	112
15	42	218
15	3	1034
15	44	309
15	19	363
15	40	21
15	32	220
15	14	52
15	23	454
15	22	212
15	29	19
15	4	483
15	12	518
15	5	45
15	43	143
15	24	36
22	17	649
22	34	3138
22	46	81
22	16	4359
22	21	2153
22	49	149
22	35	43
22	10	734
22	18	541
22	9	2336
22	28	465
22	47	479
22	31	418
22	26	129
22	41	217
22	6	435
22	38	21
22	37	633
22	8	138
22	7	244
22	48	402
22	1	9
22	20	74
22	30	620
22	11	373
22	27	2321
22	33	9
22	36	127
22	13	972
22	25	283
22	2	374
22	45	168
22	42	619
22	3	196
22	44	1214
22	19	335
22	32	56
22	14	27
22	23	174
22	15	1961
22	29	150
22	4	757
22	12	1910
22	5	61
22	43	25
22	24	481
29	17	30
29	34	488
29	16	1643
29	21	1100
29	49	991
29	10	2289
29	18	319
29	28	1648
29	47	416
29	31	586
29	26	108
29	41	405
29	38	2168
29	37	664
29	8	4600
29	7	427
29	48	316
29	30	507
29	33	3859
29	36	1390
29	25	3851
29	2	1378
29	45	186
29	42	627
29	44	183
29	19	991
29	40	1368
29	32	293
29	14	134
29	23	59
29	22	525
29	4	557
29	12	266
29	5	43
29	43	175
29	24	151
4	17	400
4	34	456
4	46	62
4	16	1552
4	21	845
4	49	322
4	39	94
4	35	946
4	10	2197
4	18	1146
4	9	135
4	28	643
4	47	305
4	31	59
4	26	88
4	41	403
4	6	322
4	38	66
4	37	2945
4	8	722
4	7	255
4	48	183
4	1	135
4	20	160
4	30	60
4	11	73
4	27	227
4	33	60
4	36	590
4	13	206
4	25	1431
4	2	3642
4	45	67
4	42	630
4	3	287
4	44	395
4	19	1138
4	40	73
4	32	890
4	14	36
4	23	801
4	15	1734
4	22	276
4	29	50
4	12	435
4	5	732
4	43	97
4	24	1
12	17	84
12	34	2118
12	46	74
12	16	5348
12	21	886
12	49	96
12	35	22
12	10	1001
12	18	300
12	9	1444
12	28	617
12	47	337
12	31	157
12	26	170
12	41	164
12	6	310
12	38	73
12	37	319
12	8	134
12	7	151
12	48	355
12	1	14
12	20	350
12	30	773
12	11	71
12	27	641
12	33	73
12	36	115
12	13	154
12	25	400
12	2	276
12	45	92
12	42	445
12	3	154
12	44	4276
12	19	353
12	40	15
12	32	340
12	14	126
12	23	334
12	15	1597
12	22	619
12	29	55
12	4	725
12	5	7
12	43	232
12	24	124
5	17	58
5	34	101
5	46	80
5	16	521
5	21	132
5	49	98
5	39	28
5	35	210
5	10	2292
5	18	347
5	28	579
5	47	86
5	31	79
5	26	178
5	41	955
5	6	391
5	38	83
5	37	2509
5	8	119
5	7	172
5	48	321
5	1	67
5	20	407
5	30	26
5	11	19
5	27	35
5	33	296
5	36	248
5	13	106
5	25	391
5	2	1987
5	42	5334
5	3	317
5	19	1900
5	40	28
5	32	726
5	14	22
5	23	450
5	15	851
5	4	3261
5	12	48
5	43	209
43	17	51
43	34	992
43	46	57
43	16	819
43	21	457
43	49	75
43	10	1276
43	18	534
43	9	58
43	28	2761
43	47	434
43	31	909
43	26	123
43	41	215
43	6	90
43	38	2
43	37	240
43	8	125
43	7	923
43	48	3076
43	1	49
43	20	408
43	30	152
43	11	61
43	27	296
43	33	58
43	36	20
43	13	88
43	25	246
43	2	252
43	45	80
43	42	416
43	3	196
43	44	185
43	19	276
43	32	214
43	14	86
43	23	489
43	15	1158
43	22	107
43	29	9
43	4	265
43	12	730
43	5	19
43	24	31
24	17	484
24	34	3157
24	16	1769
24	21	7398
24	49	226
24	35	5
24	10	585
24	18	965
24	9	2590
24	28	347
24	47	22
24	31	726
24	26	310
24	41	396
24	38	120
24	37	537
24	8	158
24	7	264
24	48	365
24	20	101
24	30	1695
24	11	852
24	27	1523
24	13	468
24	25	530
24	2	60
24	45	1472
24	42	259
24	3	963
24	44	1755
24	19	884
24	32	147
24	14	1685
24	23	216
24	15	7970
24	22	6356
24	29	116
24	4	101
24	12	687
24	43	73
