O	D	Flow
27	17	209
27	34	3206
27	46	769
27	16	11964
27	21	1968
27	49	56
27	35	54
27	10	1251
27	18	722
27	9	1050
27	28	919
27	47	104
27	31	485
27	26	733
27	41	96
27	6	321
27	37	76
27	8	153
27	7	584
27	48	358
27	1	193
27	20	684
27	30	412
27	11	143
27	36	110
27	13	1211
27	25	1160
27	2	798
27	45	76
27	42	556
27	3	504
27	44	1503
27	19	888
27	40	31
27	32	236
27	14	36
27	23	183
27	15	2261
27	22	1950
27	29	11
27	4	557
27	12	1510
27	5	38
27	43	361
27	24	86
33	17	75
33	34	846
33	46	125
33	16	1379
33	21	438
33	49	2226
33	39	207
33	35	54
33	10	4473
33	18	127
33	28	227
33	47	1183
33	26	132
33	41	628
33	38	2578
33	37	470
33	8	8182
33	7	253
33	48	56
33	30	26
33	11	309
33	27	579
33	36	362
33	25	1735
33	2	1325
33	42	625
33	3	21
33	19	388
33	40	808
33	32	941
33	23	319
33	15	625
33	22	156
33	29	2907
33	4	1404
33	12	259
33	43	71
36	17	75
36	34	237
36	46	35
36	16	697
36	21	175
36	49	274
36	39	437
36	35	140
36	10	1781
36	18	569
36	9	47
36	28	260
36	47	91
36	31	28
36	26	193
36	41	32
36	6	77
36	38	106
36	37	773
36	8	778
36	7	250
36	48	92
36	1	26
36	20	172
36	30	6
36	11	2
36	27	57
36	33	83
36	13	99
36	25	4162
36	2	1507
36	45	23
36	42	248
36	3	117
36	44	89
36	19	4318
36	40	151
36	32	536
36	14	6
36	23	186
36	15	660
36	22	43
36	29	63
36	4	1062
36	12	223
36	5	123
36	43	46
36	24	13
13	17	195
13	34	4217
13	46	278
13	16	3418
13	21	3893
13	49	58
13	39	26
13	10	811
13	18	187
13	9	252
13	28	488
13	47	172
13	31	68
13	26	554
13	41	132
13	6	155
13	38	47
13	37	369
13	8	166
13	7	61
13	48	309
13	1	26
13	20	249
13	30	228
13	11	144
13	27	747
13	36	174
13	25	604
13	2	693
13	45	163
13	42	333
13	3	1344
13	44	553
13	19	130
13	32	364
13	14	10
13	23	427
13	15	7400
13	22	462
13	29	71
13	4	368
13	12	815
13	43	318
13	24	96
25	17	126
25	34	246
25	46	92
25	16	1344
25	21	205
25	49	995
25	39	172
25	35	187
25	10	2756
25	18	647
25	9	13
25	28	477
25	47	178
25	31	49
25	26	46
25	41	236
25	6	62
25	38	100
25	37	613
25	8	1155
25	7	236
25	48	117
25	1	21
25	20	131
25	30	19
25	11	26
25	27	84
25	33	122
25	36	2149
25	13	15
25	2	1075
25	45	3
25	42	538
25	3	107
25	44	50
25	19	1644
25	40	156
25	32	554
25	14	30
25	23	276
25	15	668
25	22	91
25	29	137
25	4	952
25	12	277
25	5	57
25	43	113
25	24	4
2	17	746
2	34	417
2	46	130
2	16	1128
2	21	476
2	49	148
2	39	33
2	35	133
2	10	2624
2	18	1498
2	9	96
2	28	462
2	47	123
2	31	79
2	26	154
2	41	434
2	6	142
2	38	28
2	37	855
2	8	346
2	7	314
2	48	296
2	1	123
2	20	288
2	30	59
2	11	9
2	27	251
2	33	79
2	36	365
2	13	53
2	25	1203
2	45	31
2	42	605
2	3	218
2	44	325
2	19	858
2	40	68
2	32	2555
2	14	59
2	23	870
2	15	1726
2	22	24
2	29	18
2	4	2309
2	12	328
2	5	272
2	43	223
2	24	15
45	17	57
45	34	1539
45	16	1098
45	21	336
45	10	850
45	18	529
45	9	336
45	28	832
45	31	2235
45	26	626
45	6	281
45	8	226
45	7	457
45	48	10611
45	1	114
45	20	348
45	30	1557
45	11	1010
45	27	944
45	36	78
45	13	287
45	2	173
45	42	343
45	3	403
45	19	376
45	32	81
45	14	2457
45	15	1243
45	4	315
45	12	723
45	5	392
45	43	453
45	24	280
42	17	282
42	34	418
42	46	97
42	16	663
42	21	200
42	49	126
42	39	74
42	35	32
42	10	1849
42	18	976
42	9	50
42	28	599
42	47	1193
42	31	72
42	26	175
42	41	1167
42	6	150
42	38	29
42	37	304
42	8	280
42	7	1022
42	48	120
42	1	122
42	20	337
42	30	23
42	11	16
42	27	47
42	33	46
42	36	183
42	13	84
42	25	504
42	2	1014
42	45	27
42	3	136
42	44	105
42	19	1063
42	40	51
42	32	607
42	14	103
42	23	643
42	15	1031
42	22	46
42	29	28
42	4	595
42	12	181
42	5	602
42	43	226
42	24	19
3	17	350
3	34	423
3	46	2004
3	16	735
3	21	1118
3	49	33
3	35	15
3	10	649
3	18	627
3	9	115
3	28	479
3	47	167
3	31	338
3	26	1855
3	41	801
3	6	563
3	38	6
3	37	226
3	8	102
3	7	218
3	48	321
3	1	243
3	20	1139
3	30	37
3	11	60
3	27	93
3	36	73
3	13	313
3	25	472
3	2	430
3	42	101
3	44	627
3	19	207
3	32	232
3	14	137
3	23	489
3	15	6857
3	22	177
3	29	10
3	4	223
3	12	404
3	5	30
3	43	61
3	24	49
44	17	32
44	34	1408
44	46	207
44	16	5542
44	21	689
44	49	41
44	39	14
44	35	74
44	10	747
44	18	857
44	9	835
44	28	118
44	47	18
44	31	41
44	26	128
44	41	102
44	6	74
44	38	72
44	37	84
44	8	173
44	7	425
44	48	283
44	20	238
44	30	459
44	11	35
44	27	851
44	33	64
44	36	51
44	13	263
44	25	210
44	2	450
44	45	31
44	42	257
44	3	542
44	19	469
44	40	14
44	32	160
44	14	144
44	23	177
44	15	1140
44	22	797
44	4	186
44	12	6954
44	43	179
44	24	21
19	17	79
19	34	341
19	46	18
19	16	638
19	21	205
19	49	220
19	39	713
19	35	134
19	10	1705
19	18	455
19	9	13
19	28	343
19	47	187
19	31	50
19	26	13
19	41	266
19	6	175
19	38	50
19	37	1102
19	8	414
19	7	165
19	48	87
19	1	44
19	20	192
19	30	15
19	11	18
19	27	84
19	33	63
19	36	1569
19	13	35
19	25	1727
19	2	847
19	45	15
19	42	862
19	3	92
19	44	115
19	40	77
19	32	551
19	14	23
19	23	165
19	15	774
19	22	47
19	29	67
19	4	827
19	12	87
19	5	242
19	43	76
19	24	7
40	17	425
40	34	267
40	16	1199
40	21	426
40	49	2014
40	39	40
40	35	64
40	10	3293
40	18	233
40	9	61
40	28	680
40	47	131
40	26	629
40	6	140
40	38	414
40	37	641
40	8	5992
40	7	167
40	1	180
40	20	179
40	30	64
40	27	160
40	33	1191
40	36	506
40	25	2485
40	2	1629
40	42	318
40	3	139
40	44	52
40	19	1334
40	32	402
40	23	123
40	15	1314
40	22	100
40	29	213
40	4	1179
40	12	432
40	43	705
40	24	101
32	17	527
32	34	197
32	46	171
32	16	1125
32	21	413
32	49	184
32	39	95
32	35	74
32	10	2105
32	18	2850
32	9	2
32	28	463
32	47	297
32	31	97
32	26	91
32	41	760
32	6	200
32	38	41
32	37	714
32	8	122
32	7	365
32	48	153
32	1	111
32	20	152
32	30	28
32	11	177
32	36	286
32	13	144
32	25	835
32	2	4826
32	45	4
32	42	749
32	3	148
32	44	24
32	19	624
32	40	131
32	14	2
32	23	745
32	15	2019
32	22	25
32	29	8
32	4	2150
32	12	284
32	5	262
32	43	91
32	24	21
14	34	1459
14	46	189
14	16	1123
14	21	1237
14	39	72
14	35	71
14	10	1118
14	18	247
14	9	322
14	28	371
14	47	371
14	31	4364
14	26	1059
14	6	420
14	7	191
14	48	4004
14	1	144
14	20	1617
14	30	421
14	11	1459
14	27	423
14	33	396
14	25	268
14	2	415
14	45	1497
14	42	969
14	3	406
14	19	781
14	40	15
14	32	224
14	15	1666
14	22	86
14	29	46
14	12	630
14	5	187
14	43	552
14	24	2229
23	17	1250
23	34	33
23	46	1206
23	16	1103
23	21	276
23	49	80
23	39	36
23	35	14
23	10	1876
23	18	2117
23	9	16
23	28	778
23	47	465
23	31	50
23	26	440
23	41	2255
23	6	719
23	38	171
23	37	457
23	8	145
23	7	416
23	48	154
23	1	1563
23	20	513
23	30	65
23	11	49
23	27	45
23	33	20
23	36	77
23	13	8
23	25	430
23	2	1224
23	45	15
23	42	1262
23	3	171
23	44	163
23	19	317
23	40	123
23	32	523
23	14	11
23	15	1648
23	22	209
23	29	19
23	4	1715
23	12	187
23	5	68
23	43	219
23	24	119
15	17	345
15	34	486
15	46	556
15	16	1390
15	21	761
15	49	51
15	39	16
15	35	32
15	10	779
15	18	648
15	9	69
15	28	464
15	47	273
15	31	116
15	26	337
15	41	271
15	6	984
15	38	12
15	37	263
15	8	88
15	7	243
15	48	191
15	1	199
15	20	394
15	30	35
15	11	161
15	27	197
15	33	32
15	36	133
15	13	388
15	25	406
15	2	541
15	45	50
15	42	212
15	3	1285
15	44	223
15	19	248
15	40	12
15	32	176
15	14	30
15	23	294
15	22	188
15	29	16
15	4	505
15	12	423
15	5	50
15	43	124
15	24	53
22	17	137
22	34	2881
22	46	179
22	16	4828
22	21	1894
22	49	153
22	39	178
22	35	27
22	10	904
22	18	174
22	9	1657
22	28	245
22	47	540
22	31	180
22	26	141
22	41	252
22	6	153
22	38	64
22	37	257
22	8	229
22	7	220
22	48	184
22	20	440
22	30	367
22	11	99
22	27	1920
22	33	75
22	36	46
22	13	976
22	25	179
22	2	70
22	45	100
22	42	418
22	3	511
22	44	806
22	19	855
22	32	59
22	14	371
22	23	290
22	15	1598
22	29	74
22	4	1162
22	12	1338
22	5	171
22	43	205
22	24	1380
29	34	97
29	16	1671
29	21	517
29	49	1648
29	35	257
29	10	2112
29	18	417
29	28	591
29	47	1084
29	31	27
29	41	175
29	6	108
29	38	1530
29	37	1420
29	8	2257
29	7	394
29	48	508
29	20	260
29	11	423
29	33	3369
29	36	103
29	13	265
29	25	7041
29	2	3499
29	42	803
29	3	370
29	44	484
29	19	931
29	40	832
29	32	905
29	14	263
29	23	174
29	15	774
29	4	1489
29	12	178
29	5	468
29	43	285
4	17	725
4	34	563
4	46	23
4	16	1802
4	21	519
4	49	308
4	39	400
4	35	696
4	10	2442
4	18	1593
4	9	138
4	28	679
4	47	254
4	31	66
4	26	144
4	41	536
4	6	213
4	38	108
4	37	2748
4	8	608
4	7	255
4	48	211
4	1	104
4	20	586
4	30	19
4	11	117
4	27	238
4	33	154
4	36	421
4	13	149
4	25	1109
4	2	3463
4	45	10
4	42	975
4	3	293
4	44	138
4	19	1446
4	40	355
4	32	1001
4	14	37
4	23	985
4	15	2146
4	22	130
4	29	31
4	12	490
4	5	786
4	43	213
4	24	45
12	17	146
12	34	1653
12	46	77
12	16	4954
12	21	641
12	49	172
12	39	2
12	35	28
12	10	1237
12	18	464
12	9	1765
12	28	394
12	47	149
12	31	272
12	26	84
12	41	145
12	6	133
12	38	32
12	37	251
12	8	329
12	7	503
12	48	412
12	1	76
12	20	347
12	30	697
12	11	338
12	27	475
12	33	21
12	36	157
12	13	148
12	25	320
12	2	296
12	45	57
12	42	240
12	3	294
12	44	3493
12	19	221
12	40	48
12	32	273
12	14	132
12	23	337
12	15	1482
12	22	862
12	29	24
12	4	606
12	5	5
12	43	243
12	24	262
5	17	115
5	34	421
5	46	15
5	16	450
5	21	252
5	39	25
5	35	111
5	10	2325
5	18	382
5	28	390
5	47	593
5	41	2445
5	6	174
5	38	172
5	37	2602
5	8	102
5	7	118
5	48	57
5	1	29
5	20	522
5	30	24
5	27	10
5	36	368
5	13	55
5	25	536
5	2	2836
5	45	76
5	42	3062
5	3	62
5	44	485
5	19	2197
5	32	332
5	23	289
5	15	488
5	22	51
5	4	2540
5	12	494
5	43	105
43	17	180
43	34	666
43	46	80
43	16	1222
43	21	524
43	49	13
43	35	60
43	10	1092
43	18	169
43	9	139
43	28	2181
43	47	510
43	31	627
43	26	41
43	41	153
43	6	95
43	38	29
43	37	220
43	8	143
43	7	1034
43	48	3020
43	1	262
43	20	900
43	30	128
43	11	159
43	27	170
43	33	17
43	36	20
43	13	46
43	25	332
43	2	528
43	45	64
43	42	203
43	3	69
43	44	135
43	19	395
43	40	7
43	32	149
43	14	118
43	23	231
43	15	512
43	22	115
43	29	30
43	4	258
43	12	266
43	5	7
43	24	50
24	17	457
24	34	2232
24	46	203
24	16	1973
24	21	9973
24	49	363
24	35	95
24	10	749
24	18	1766
24	9	2274
24	28	426
24	47	1009
24	31	1263
24	26	747
24	6	122
24	38	168
24	8	113
24	7	1172
24	48	772
24	20	116
24	30	1567
24	11	4047
24	27	834
24	36	138
24	13	100
24	25	549
24	2	756
24	45	1020
24	42	240
24	3	1498
24	44	2465
24	19	267
24	32	933
24	14	1179
24	23	800
24	15	2425
24	22	2297
24	29	425
24	4	2035
24	12	2687
24	43	393
