O	D	Flow
26	48	788
26	1	69
26	20	6806
26	30	82
26	11	1165
26	27	249
26	33	108
26	36	192
26	13	100
26	25	164
26	2	771
26	45	62
26	42	557
26	3	2077
26	44	600
26	19	396
26	32	331
26	14	385
26	23	548
26	15	3665
26	22	175
26	4	264
26	12	882
26	5	70
26	43	137
26	24	99
41	17	358
41	34	248
41	46	305
41	16	947
41	21	391
41	49	9
41	39	8
41	35	52
41	10	1935
41	18	912
41	9	42
41	28	854
41	47	2248
41	31	282
41	26	118
41	6	62
41	38	96
41	37	157
41	8	155
41	7	529
41	48	110
41	1	365
41	20	652
41	30	9
41	11	41
41	27	285
41	36	31
41	13	76
41	25	380
41	2	768
41	45	19
41	42	2467
41	3	299
41	44	224
41	19	335
41	40	9
41	32	295
41	14	11
41	23	2830
41	15	1597
41	22	257
41	29	14
41	4	1117
41	12	460
41	5	372
41	43	223
41	24	98
6	17	322
6	34	145
6	46	754
6	16	1054
6	21	718
6	49	70
6	35	42
6	10	1148
6	18	1485
6	9	81
6	28	260
6	47	124
6	31	122
6	26	85
6	41	290
6	38	25
6	37	86
6	8	190
6	7	137
6	48	104
6	1	1234
6	20	614
6	30	60
6	11	26
6	27	152
6	33	6
6	36	121
6	13	100
6	25	447
6	2	547
6	45	53
6	42	431
6	3	317
6	44	164
6	19	109
6	32	319
6	14	27
6	23	428
6	15	5984
6	22	187
6	4	490
6	12	237
6	5	76
6	43	159
6	24	32
38	17	113
38	34	266
38	46	133
38	16	1887
38	21	292
38	49	706
38	39	87
38	35	88
38	10	2147
38	18	612
38	9	150
38	28	135
38	47	534
38	31	307
38	41	308
38	6	26
38	37	211
38	8	2523
38	7	333
38	48	86
38	20	166
38	30	8
38	11	16
38	27	370
38	33	2518
38	36	362
38	13	265
38	25	1198
38	2	994
38	42	382
38	3	61
38	44	314
38	19	578
38	40	156
38	32	585
38	23	2102
38	15	1159
38	22	47
38	29	742
38	4	925
38	12	199
38	5	448
38	43	47
38	24	49
37	17	316
37	34	244
37	46	53
37	16	1771
37	21	577
37	49	285
37	39	1163
37	35	2128
37	10	2939
37	18	1099
37	9	46
37	28	356
37	47	253
37	31	89
37	26	111
37	41	181
37	6	41
37	38	55
37	8	472
37	7	348
37	48	121
37	1	86
37	20	207
37	30	124
37	11	111
37	27	42
37	33	107
37	36	860
37	13	257
37	25	1387
37	2	1610
37	42	434
37	3	94
37	44	279
37	19	3289
37	40	103
37	32	1149
37	14	4
37	23	132
37	15	1184
37	22	135
37	29	89
37	4	4729
37	12	455
37	5	1182
37	43	95
37	24	1
8	17	48
8	34	590
8	46	44
8	16	2060
8	21	321
8	49	1248
8	39	74
8	35	289
8	10	2913
8	18	839
8	9	61
8	28	535
8	47	135
8	31	24
8	26	181
8	41	77
8	6	150
8	38	1142
8	37	375
8	7	381
8	48	167
8	1	8
8	20	100
8	30	11
8	11	20
8	27	57
8	33	3086
8	36	506
8	13	70
8	25	2619
8	2	749
8	45	9
8	42	360
8	3	30
8	44	119
8	19	1223
8	40	1330
8	32	443
8	14	39
8	23	312
8	15	825
8	22	57
8	29	546
8	4	797
8	12	690
8	5	3
8	43	155
7	17	220
7	34	655
7	46	93
7	16	1149
7	21	430
7	49	61
7	39	1
7	35	92
7	10	1962
7	18	476
7	9	38
7	28	821
7	47	899
7	31	94
7	26	15
7	41	301
7	6	103
7	38	25
7	37	215
7	8	163
7	48	225
7	1	130
7	20	439
7	30	23
7	11	66
7	27	228
7	33	41
7	36	145
7	13	139
7	25	356
7	2	685
7	45	37
7	42	1317
7	3	158
7	44	99
7	19	229
7	40	69
7	32	322
7	14	14
7	23	397
7	15	1008
7	22	134
7	29	5
7	4	474
7	12	449
7	5	57
7	43	545
7	24	32
48	17	22
48	34	988
48	46	81
48	16	1973
48	21	674
48	49	141
48	35	98
48	10	1227
48	18	573
48	9	77
48	28	645
48	47	360
48	31	1382
48	26	215
48	41	171
48	6	75
48	38	40
48	37	119
48	8	101
48	7	481
48	1	14
48	20	342
48	30	378
48	11	299
48	27	239
48	33	44
48	36	91
48	13	146
48	25	237
48	2	322
48	45	2115
48	42	505
48	3	95
48	44	131
48	19	281
48	40	25
48	32	112
48	14	903
48	23	449
48	15	1230
48	22	146
48	29	1
48	4	216
48	12	751
48	43	3265
48	24	85
1	17	2544
1	34	190
1	46	1237
1	16	1062
1	21	441
1	39	35
1	35	74
1	10	2215
1	18	1939
1	28	538
1	47	524
1	31	198
1	26	84
1	41	572
1	6	2747
1	37	417
1	8	16
1	7	965
1	48	45
1	20	1000
1	30	120
1	11	152
1	27	46
1	33	123
1	36	89
1	25	268
1	2	505
1	45	141
1	42	202
1	3	289
1	44	78
1	19	133
1	40	45
1	32	254
1	14	41
1	23	2924
1	15	2953
1	22	62
1	4	298
1	12	230
1	5	50
1	43	30
20	17	451
20	34	609
20	46	1135
20	16	1245
20	21	1026
20	49	40
20	39	37
20	35	92
20	10	1914
20	18	620
20	9	64
20	28	2669
20	47	388
20	31	1069
20	26	3708
20	41	390
20	6	165
20	38	191
20	37	84
20	8	206
20	7	528
20	48	381
20	1	169
20	30	25
20	11	360
20	27	189
20	33	59
20	36	231
20	13	279
20	25	479
20	2	749
20	45	92
20	42	362
20	3	862
20	44	196
20	19	223
20	40	14
20	32	191
20	14	82
20	23	539
20	15	2291
20	22	345
20	29	7
20	4	457
20	12	546
20	5	20
20	43	265
20	24	2
30	17	282
30	34	2319
30	46	34
30	16	1222
30	21	1281
30	39	90
30	35	16
30	10	650
30	18	282
30	9	1369
30	28	509
30	31	289
30	26	656
30	41	28
30	6	582
30	38	24
30	37	62
30	7	1110
30	48	519
30	1	27
30	11	157
30	27	637
30	33	30
30	36	460
30	13	163
30	25	126
30	2	133
30	45	1255
30	42	592
30	3	462
30	44	2716
30	19	164
30	40	80
30	32	206
30	14	449
30	23	636
30	15	1896
30	22	1572
30	4	101
30	12	4522
30	5	37
30	43	152
30	24	1255
11	17	17
11	34	688
11	46	740
11	16	984
11	21	1600
11	35	99
11	10	981
11	18	297
11	9	34
11	28	637
11	47	56
11	31	3574
11	26	1480
11	41	54
11	6	76
11	37	224
11	8	313
11	7	505
11	48	1035
11	1	378
11	20	1450
11	30	60
11	27	258
11	33	47
11	36	152
11	25	94
11	2	86
11	45	483
11	42	215
11	3	76
11	44	337
11	19	557
11	40	102
11	32	47
11	14	946
11	23	113
11	15	3254
11	22	274
11	4	1023
11	12	749
11	43	246
11	24	447
27	17	87
27	34	2519
27	46	409
27	16	8450
27	21	1496
27	49	11
27	39	9
27	35	122
27	10	1464
27	18	308
27	9	1131
27	28	505
27	47	164
27	31	240
27	26	84
27	41	238
27	6	38
27	37	175
27	8	121
27	7	597
27	48	192
27	1	159
27	20	409
27	30	335
27	11	201
27	33	136
27	36	125
27	13	452
27	25	149
27	2	723
27	45	62
27	42	730
27	3	214
27	44	559
27	19	275
27	40	33
27	32	61
27	14	33
27	23	93
27	15	2227
27	22	1775
27	4	790
27	12	1217
27	5	100
27	43	385
27	24	38
33	34	166
33	16	662
33	21	1013
33	49	558
33	35	125
33	10	3942
33	18	429
33	9	34
33	28	552
33	47	428
33	31	57
33	41	505
33	38	4208
33	37	45
33	8	7881
33	7	286
33	48	130
33	1	61
33	20	105
33	30	15
33	11	189
33	27	164
33	36	83
33	13	468
33	25	1522
33	2	1153
33	45	286
33	42	795
33	3	292
33	19	937
33	40	687
33	32	851
33	23	253
33	15	1148
33	29	2447
33	4	477
33	12	584
33	5	100
33	43	310
36	17	91
36	34	447
36	46	28
36	16	1351
36	21	307
36	49	506
36	39	637
36	35	168
36	10	3828
36	18	586
36	9	32
36	28	308
36	47	554
36	31	115
36	26	101
36	41	64
36	6	62
36	38	212
36	37	835
36	8	674
36	7	258
36	48	47
36	1	22
36	20	71
36	11	96
36	27	278
36	33	44
36	13	44
36	25	3804
36	2	1319
36	45	64
36	42	509
36	3	47
36	44	110
36	19	4522
36	40	71
36	32	413
36	23	187
36	15	983
36	22	79
36	29	157
36	4	869
36	12	370
36	5	54
36	43	58
36	24	56
13	17	394
13	34	4519
13	46	107
13	16	3866
13	21	2425
13	10	1477
13	18	567
13	9	720
13	28	147
13	47	308
13	31	196
13	26	191
13	41	48
13	6	75
13	38	76
13	37	676
13	8	381
13	7	40
13	48	121
13	1	74
13	20	499
13	30	331
13	11	184
13	27	672
13	36	67
13	25	317
13	2	220
13	45	68
13	42	263
13	3	483
13	44	1177
13	19	322
13	32	66
13	14	185
13	23	76
13	15	6234
13	22	416
13	29	28
13	4	988
13	12	1067
13	5	38
13	43	339
13	24	381
25	17	155
25	34	154
25	46	30
25	16	2082
25	21	438
25	49	1128
25	39	112
25	35	242
25	10	3080
25	18	1261
25	9	34
25	28	385
25	47	131
25	31	41
25	26	142
25	41	173
25	6	95
25	38	96
25	37	591
25	8	1114
25	7	337
25	48	82
25	1	29
25	20	128
25	30	7
25	11	29
25	27	241
25	33	197
25	36	2473
25	13	83
25	2	1512
25	45	6
25	42	484
25	3	104
25	44	147
25	19	2047
25	40	134
25	32	521
25	14	4
25	23	249
25	15	927
25	22	127
25	29	162
25	4	755
25	12	360
25	5	67
25	43	75
25	24	2
2	17	632
2	34	453
2	46	92
2	16	1405
2	21	596
2	49	162
2	39	33
2	35	134
2	10	2828
2	18	1747
2	9	208
2	28	431
2	47	442
2	31	172
2	26	160
2	41	350
2	6	449
2	38	102
2	37	772
2	8	360
2	7	575
2	48	128
2	1	244
2	20	177
2	30	34
2	11	45
2	27	124
2	33	109
2	36	338
2	13	97
2	25	932
2	45	15
2	42	868
2	3	187
2	44	210
2	19	910
2	40	79
2	32	2998
2	14	9
2	23	584
2	15	1227
2	22	189
2	29	32
2	4	2225
2	12	713
2	5	238
2	43	113
2	24	4
45	34	2202
45	46	51
45	16	3531
45	21	2387
45	49	84
45	35	110
45	10	1493
45	18	577
45	9	938
45	28	493
45	47	660
45	31	1336
45	26	494
45	41	373
45	38	568
45	37	82
45	7	159
45	48	14242
45	1	31
45	20	1080
45	30	1826
45	11	896
45	27	441
45	36	348
45	25	405
45	2	885
45	42	387
45	3	281
45	44	532
45	19	140
45	40	149
45	32	788
45	14	2462
45	23	80
45	15	2685
45	22	1678
45	29	54
45	4	106
45	12	2678
45	5	177
45	43	813
45	24	1117
42	17	231
42	34	329
42	46	16
42	16	829
42	21	315
42	49	96
42	39	23
42	35	56
42	10	2548
42	18	972
42	9	32
42	28	624
42	47	1143
42	31	108
42	26	63
42	41	1153
42	6	118
42	38	20
42	37	369
42	8	194
42	7	1394
42	48	220
42	1	103
42	20	286
42	30	14
42	11	25
42	27	92
42	33	35
42	36	186
42	13	74
42	25	571
42	2	830
42	45	14
42	3	110
42	44	122
42	19	919
42	40	27
42	32	570
42	14	67
42	23	619
42	15	804
42	22	71
42	29	10
42	4	660
42	12	243
42	5	625
42	43	182
42	24	27
3	17	297
3	34	1908
3	46	1470
3	16	1534
3	21	974
3	49	11
3	35	31
3	10	795
3	18	492
3	9	45
3	28	186
3	47	164
3	31	192
3	26	1428
3	41	152
3	6	460
3	38	36
3	37	97
3	8	300
3	7	250
3	48	392
3	1	194
3	20	1075
3	30	234
3	11	191
3	27	56
3	33	17
3	36	72
3	13	260
3	25	355
3	2	763
3	45	86
3	42	562
3	44	556
3	19	287
3	40	14
3	32	303
3	14	5
3	23	378
3	15	7776
3	22	304
3	4	940
3	12	519
3	5	3
3	43	357
3	24	171
44	17	121
44	34	2268
44	46	95
44	16	4625
44	21	849
44	49	15
44	35	30
44	10	307
44	18	540
44	9	693
44	28	250
44	47	338
44	31	3
44	26	139
44	41	69
44	6	148
44	38	45
44	37	127
44	8	170
44	7	181
44	48	259
44	1	150
44	20	423
44	30	400
44	11	76
44	27	221
44	36	46
44	13	216
44	25	612
44	2	308
44	45	84
44	42	362
44	3	155
44	19	613
44	40	22
44	32	162
44	14	57
44	23	158
44	15	905
44	22	682
44	29	96
44	4	221
44	12	7917
44	43	338
44	24	148
19	17	78
19	34	363
19	46	89
19	16	1024
19	21	358
19	49	268
19	39	793
19	35	193
19	10	2367
19	18	654
19	9	83
19	28	297
19	47	169
19	31	55
19	26	36
19	41	163
19	6	75
19	38	77
19	37	1053
19	8	562
19	7	245
19	48	92
19	1	57
19	20	238
19	30	33
19	11	37
19	27	79
19	33	140
19	36	1843
19	13	136
19	25	1794
19	2	1056
19	45	2
19	42	1128
19	3	109
19	44	153
19	40	70
19	32	615
19	14	11
19	23	213
19	15	920
19	22	155
19	29	113
19	4	1104
19	12	121
19	5	487
19	43	119
19	24	208
40	34	48
40	16	2143
40	21	59
40	49	3080
40	35	253
40	10	4631
40	18	377
40	28	338
40	31	23
40	26	363
40	6	160
40	38	1088
40	37	878
40	8	9250
40	7	422
40	1	11
40	20	110
40	11	934
40	27	206
40	33	881
40	36	122
40	13	2
40	25	951
40	2	848
40	42	631
40	44	147
40	19	1139
40	32	669
40	14	423
40	15	1287
40	29	247
40	4	1201
40	12	352
40	43	76
32	17	595
32	34	356
32	46	14
32	16	1036
32	21	392
32	49	212
32	39	42
32	35	77
32	10	3207
32	18	2258
32	9	18
32	28	192
32	47	328
32	31	27
32	26	35
32	41	277
32	6	200
32	38	69
32	37	332
32	8	346
32	7	429
32	48	81
32	1	227
32	20	502
32	30	58
32	11	101
32	27	264
32	36	306
32	13	117
32	25	951
32	2	6472
32	42	501
32	3	223
32	44	107
32	19	319
32	40	70
32	23	438
32	15	1607
32	22	154
32	29	7
32	4	1684
32	12	277
32	5	87
32	43	104
32	24	67
14	17	60
14	34	2790
14	16	1544
14	21	2010
14	39	26
14	10	619
14	18	389
14	9	164
14	28	517
14	31	1381
14	26	676
14	41	368
14	6	136
14	37	229
14	8	158
14	7	92
14	48	5940
14	20	971
14	30	185
14	11	1873
14	27	900
14	36	368
14	13	11
14	25	184
14	2	860
14	45	2754
14	42	251
14	3	224
14	44	704
14	19	187
14	40	140
14	32	683
14	23	239
14	15	996
14	22	921
14	29	717
14	4	164
14	12	1339
14	5	143
14	43	1010
14	24	988
23	17	1498
23	34	275
23	46	396
23	16	926
23	21	607
23	49	59
23	39	5
23	35	68
23	10	2805
23	18	3033
23	9	9
23	28	1042
23	47	448
23	31	188
23	26	263
23	41	1825
23	6	328
23	38	69
23	37	344
23	8	117
23	7	775
23	48	209
23	1	1507
23	20	605
23	30	20
23	11	40
23	27	178
23	33	14
23	36	241
23	13	259
23	25	550
23	2	1238
23	45	26
23	42	1174
23	3	196
23	44	175
23	19	413
23	40	87
23	32	558
23	14	22
23	15	2342
23	22	145
23	4	1127
23	12	552
23	5	286
23	43	164
23	24	1
15	17	275
15	34	534
15	46	483
15	16	1401
15	21	742
15	49	95
15	39	18
15	35	79
15	10	1116
15	18	716
15	9	93
15	28	476
15	47	336
15	31	123
15	26	361
15	41	200
15	6	785
15	38	21
15	37	187
15	8	123
15	7	375
15	48	173
15	1	144
15	20	411
15	30	77
15	11	96
15	27	119
15	33	54
15	36	198
15	13	614
15	25	335
15	2	429
15	45	49
15	42	312
15	3	1005
15	44	192
15	19	447
15	40	38
15	32	264
15	14	69
15	23	423
15	22	267
15	4	568
15	12	573
15	5	48
15	43	162
15	24	68
22	17	172
22	34	3280
22	46	203
22	16	3653
22	21	1197
22	35	81
22	10	1160
22	18	303
22	9	2434
22	28	398
22	47	83
22	31	163
22	26	277
22	41	287
22	6	92
22	38	193
22	37	127
22	8	172
22	7	236
22	48	600
22	1	15
22	20	418
22	30	441
22	11	349
22	27	1071
22	33	201
22	36	34
22	13	205
22	25	351
22	2	417
22	45	12
22	42	533
22	3	257
22	44	1067
22	19	662
22	40	19
22	32	139
22	14	217
22	23	59
22	15	2985
22	29	25
22	4	495
22	12	1776
22	5	58
22	43	406
22	24	431
29	34	1310
29	16	641
29	21	1037
29	49	1813
29	39	179
29	10	2608
29	18	1170
29	28	1473
29	47	190
29	31	219
29	26	113
29	6	195
29	38	1059
29	37	556
29	8	5172
29	7	679
29	48	64
29	20	97
29	30	182
29	27	59
29	33	4472
29	36	577
29	25	6245
29	2	974
29	42	697
29	3	97
29	44	253
29	19	968
29	40	540
29	23	495
29	15	404
29	22	354
29	4	1398
29	12	1191
29	43	221
4	17	420
4	34	1047
4	46	158
4	16	1706
4	21	849
4	49	275
4	39	121
4	35	1170
4	10	3505
4	18	1378
4	9	47
4	28	930
4	47	379
4	31	78
4	26	215
4	41	373
4	6	302
4	38	151
4	37	2844
4	8	495
4	7	236
4	48	127
4	1	146
4	20	346
4	11	111
4	27	155
4	33	82
4	36	635
4	13	95
4	25	1279
4	2	4237
4	45	29
4	42	694
4	3	156
4	44	254
4	19	1520
4	40	84
4	32	960
4	14	85
4	23	794
4	15	2337
4	22	165
4	29	28
4	12	455
4	5	726
4	43	265
4	24	10
12	17	92
12	34	1905
12	46	309
12	16	3834
12	21	615
12	49	86
12	39	24
12	35	57
12	10	843
12	18	448
12	9	1275
12	28	497
12	47	164
12	31	227
12	26	258
12	41	42
12	6	207
12	38	124
12	37	298
12	8	200
12	7	253
12	48	365
12	1	272
12	20	399
12	30	703
12	11	111
12	27	635
12	33	1
12	36	73
12	13	252
12	25	675
12	2	651
12	45	97
12	42	469
12	3	227
12	44	3318
12	19	517
12	40	54
12	32	266
12	14	133
12	23	299
12	15	1965
12	22	695
12	29	22
12	4	675
12	5	29
12	43	223
12	24	195
5	17	22
5	34	774
5	46	40
5	16	628
5	21	168
5	49	156
5	39	86
5	35	161
5	10	2173
5	18	457
5	9	66
5	28	480
5	47	85
5	31	110
5	41	1599
5	6	320
5	38	58
5	37	2590
5	8	159
5	7	237
5	48	180
5	1	141
5	20	280
5	30	60
5	11	24
5	27	7
5	33	162
5	36	191
5	13	83
5	25	820
5	2	2032
5	45	78
5	42	4765
5	3	95
5	44	76
5	19	2173
5	32	1312
5	14	71
5	23	682
5	15	499
5	22	27
5	29	12
5	4	3614
5	12	174
5	43	60
5	24	92
43	17	151
43	34	1166
43	46	93
43	16	1273
43	21	561
43	49	41
43	35	41
43	10	1957
43	18	220
43	9	43
43	28	2701
43	47	426
43	31	666
43	26	21
43	41	227
43	6	123
43	38	56
43	37	125
43	8	257
43	7	876
43	48	3236
43	1	252
43	20	316
43	30	162
43	11	38
43	27	154
43	33	14
43	36	57
43	13	57
43	25	482
43	2	450
43	45	96
43	42	287
43	3	143
43	44	96
43	19	404
43	40	56
43	32	215
43	14	177
43	23	226
43	15	853
43	22	68
43	29	9
43	4	325
43	12	336
43	24	119
24	17	922
24	34	1583
24	46	304
24	16	4577
24	21	6259
24	10	777
24	18	37
24	9	5186
24	28	463
24	31	292
24	26	135
24	6	277
24	8	284
24	7	2362
24	48	1448
24	20	924
24	30	2454
24	11	2192
24	27	2885
24	13	338
24	25	142
24	2	248
24	45	585
24	42	306
24	3	511
24	44	963
24	19	321
24	32	869
24	14	3503
24	23	42
24	15	1252
24	22	1292
24	4	82
24	12	1482
24	43	718
