Flow,O,D,Year
49,3,24,2009
97,29,34,2009
98,19,33,2015
72,47,22,2012
365,39,12,2005
73,38,24,2013
616,28,25,2005
1349,26,16,2010
4381,18,10,2005
435,14,3,2013
1251,35,36,2015
375,23,21,2005
63,16,35,2013
347,12,20,2009
317,33,23,2007
476,2,21,2009
487,34,7,2009
72,7,22,2005
370,29,3,2009
685,46,47,2011
157,37,3,2013
47,8,31,2013
1641,16,15,2009
38,5,6,2006
9,48,29,2009
794,15,18,2018
135,43,44,2009
77,45,24,2006
180,43,17,2009
1379,33,16,2009
221,33,40,2008
223,24,42,2008
18,38,17,2005
649,7,23,2015
745,28,18,2009
853,37,42,2012
115,36,5,2006
4600,35,19,2012
292,30,23,2010
6,39,1,2008
352,10,1,2014
908,9,27,2008
413,18,1,2010
119,18,27,2017
294,47,12,2010
191,35,29,2018
634,8,18,2014
132,16,30,2016
1374,26,10,2008
208,21,8,2010
160,2,26,2016
479,31,2,2009
881,40,33,2016
107,2,31,2007
1012,39,32,2018
96,49,43,2016
247,42,17,2007
441,38,11,2015
689,49,4,2010
89,46,33,2009
61,37,29,2011
229,27,32,2015
230,25,29,2008
745,16,21,2015
22,17,33,2017
404,13,10,2007
45,20,45,2005
238,11,9,2011
82,32,44,2017
56,23,44,2014
2851,32,10,2015
93,9,35,2017
34,28,24,2011
1815,27,12,2011
7,48,33,2005
696,37,36,2006
321,5,48,2013
97,45,32,2007
72,26,14,2008
602,31,10,2011
1378,32,4,2017
72,25,5,2006
110,34,45,2005
228,42,6,2011
97,49,11,2018
81,32,35,2010
247,39,15,2006
677,33,19,2018
67,6,8,2013
24,15,29,2006
279,20,13,2016
633,15,20,2008
11,4,45,2005
277,13,7,2014
533,26,4,2006
101,2,38,2018
594,34,4,2010
540,29,40,2016
922,21,2,2012
185,40,18,2018
469,38,36,2011
608,29,2,2008
1775,27,22,2016
6906,9,12,2016
443,39,16,2008
3,28,45,2010
105,46,19,2008
121,32,43,2018
247,25,23,2010
1504,16,27,2005
392,2,41,2010
194,20,19,2012
3466,11,31,2013
207,2,3,2015
3555,32,18,2015
40,20,33,2015
387,35,20,2016
4028,24,15,2018
483,4,36,2005
77,36,6,2009
125,43,37,2016
408,46,26,2017
343,45,42,2009
2,18,14,2010
57,12,45,2009
896,45,11,2016
23,10,14,2013
582,42,16,2013
59,15,45,2017
2326,6,18,2007
248,46,2,2017
1673,26,11,2009
15,44,49,2016
1101,22,21,2017
342,21,23,2009
237,16,42,2012
213,11,22,2005
3387,36,10,2018
319,38,46,2009
1567,29,12,2010
494,15,34,2011
20,23,33,2009
199,9,6,2006
225,8,22,2012
107,48,6,2010
22,12,38,2005
105,31,8,2017
1903,48,45,2018
93,15,9,2016
68,19,33,2006
51,42,35,2010
633,41,4,2015
1366,9,34,2010
2999,38,33,2018
4317,18,10,2012
110,17,30,2018
392,23,21,2012
435,18,36,2011
545,43,31,2015
399,12,20,2016
12,48,5,2018
433,2,21,2006
318,3,25,2006
147,7,22,2018
197,17,3,2015
35,1,36,2012
38,23,24,2006
41,19,30,2014
48,5,6,2015
38878,35,37,2008
664,45,24,2015
58,7,46,2018
269,6,7,2018
596,12,27,2008
1004,33,16,2006
2,22,31,2007
95,21,1,2015
267,16,48,2006
412,7,23,2006
117,39,29,2011
51,7,45,2013
755,37,42,2005
97,34,33,2016
24,36,5,2015
276,9,43,2007
464,48,12,2008
3497,12,44,2015
112,48,32,2016
3369,29,33,2009
2310,20,28,2011
808,12,10,2006
39,33,41,2011
716,34,25,2016
55,15,30,2007
301,7,4,2012
25,37,43,2011
742,10,32,2018
1187,5,23,2010
490,26,10,2007
3490,14,45,2013
263,26,43,2010
58,46,22,2017
248,46,11,2015
724,43,15,2006
122,42,17,2012
391,29,13,2014
211,46,25,2007
60,41,46,2008
59,40,21,2016
105,8,41,2008
206,22,48,2007
150,36,20,2010
177,5,16,2005
334,22,42,2014
1502,47,42,2017
331,12,3,2008
101,49,20,2018
188,23,31,2016
140,9,35,2014
119,43,6,2012
365,40,7,2011
124,46,32,2010
448,12,48,2017
77,25,47,2018
498,47,18,2017
206,4,13,2013
4190,36,19,2005
68,23,35,2016
59,2,14,2009
177,39,49,2006
8,34,5,2016
1780,20,10,2013
386,6,34,2015
321,46,49,2016
198,42,6,2014
1298,35,8,2013
351,34,4,2005
1127,23,4,2016
227,14,32,2018
309,33,11,2009
88,42,9,2012
197,32,34,2009
5174,9,12,2009
985,39,12,2017
508,41,32,2010
1344,25,16,2009
321,27,26,2006
37,34,38,2016
16,17,9,2008
1284,16,27,2018
2037,44,34,2008
113,38,22,2017
3618,32,18,2006
1534,1,18,2014
160,14,9,2017
93,19,38,2006
24,15,5,2008
95,28,6,2012
496,49,37,2014
1271,49,19,2009
289,4,41,2017
3727,18,10,2017
218,16,26,2006
480,20,18,2009
631,44,25,2007
702,11,28,2012
467,32,17,2014
143,32,41,2013
931,29,19,2009
377,25,42,2005
776,6,18,2014
448,46,2,2008
154,23,36,2006
70,19,35,2005
91,36,47,2009
1685,22,21,2006
57,13,17,2011
26,23,45,2016
131,12,36,2005
217,22,41,2013
965,24,19,2007
173,19,49,2012
103,1,45,2013
1893,14,31,2018
36,9,6,2015
638,17,6,2011
1729,49,16,2015
466,9,24,2012
187,44,18,2011
76,16,41,2013
9,34,39,2010
63,20,9,2011
935,15,21,2007
18,6,45,2009
316,15,22,2015
210,30,37,2018
83,19,1,2018
772,2,37,2016
1995,9,15,2018
237,6,12,2016
194,1,37,2012
357,3,25,2013
134,31,30,2012
140,33,48,2014
155,1,36,2005
31,19,30,2007
21,10,24,2010
127,25,22,2016
954,10,4,2018
21,41,39,2018
121,6,36,2016
271,15,48,2006
167,18,31,2009
216,4,49,2010
410,22,31,2008
747,13,27,2009
189,1,19,2010
693,33,49,2018
604,21,44,2008
40,41,29,2010
217,44,18,2018
110,12,14,2008
62,26,45,2016
203,27,1,2017
86,17,8,2009
3593,12,44,2006
252,35,48,2005
408,31,47,2005
21,44,24,2009
457,45,7,2009
108,31,27,2017
374,7,4,2005
406,20,7,2009
711,10,32,2005
1060,28,7,2013
536,49,36,2011
135,8,13,2013
500,23,3,2005
330,48,11,2009
512,43,15,2009
1671,12,9,2007
1543,31,20,2010
505,48,42,2016
581,1,46,2011
28,38,3,2005
845,29,47,2011
2648,10,18,2008
778,27,20,2005
99,41,48,2018
1059,14,26,2009
107,5,40,2011
779,5,16,2010
157,30,10,2014
844,22,42,2005
162,43,30,2016
211,20,17,2007
322,48,2,2016
135,2,30,2015
447,30,1,2014
31,24,25,2018
2636,41,23,2008
226,17,49,2016
1070,47,18,2006
260,49,23,2012
120,4,13,2006
4824,36,19,2010
83,5,17,2006
1073,26,28,2008
117,44,19,2006
813,5,32,2015
88,18,40,2017
626,21,26,2014
5343,12,16,2011
796,22,44,2018
1736,18,2,2015
1080,45,20,2016
221,40,6,2008
36,28,13,2011
242,49,46,2013
1538,37,15,2007
1701,35,8,2006
19,26,38,2010
699,26,46,2011
85,13,40,2007
118,11,33,2008
175,2,49,2008
27,2,9,2011
29,42,9,2005
208,11,7,2015
700,43,21,2011
56,20,13,2015
1633,19,10,2011
160,27,26,2015
535,14,12,2015
101,5,34,2013
337,22,28,2011
126,26,33,2005
1288,1,18,2007
624,33,12,2011
118,42,8,2015
854,41,28,2007
709,30,27,2008
204,28,6,2007
69,31,35,2016
29,25,1,2016
200,9,31,2010
212,7,8,2018
4285,49,25,2010
138,4,27,2012
1105,45,11,2006
355,44,25,2008
1530,47,41,2017
1169,34,22,2006
398,32,17,2007
658,43,34,2012
540,39,21,2010
993,29,20,2008
507,15,2,2008
29,32,48,2018
104,36,47,2006
27,8,14,2014
795,40,28,2010
580,17,32,2016
563,40,34,2005
344,47,17,2017
102,43,14,2008
419,16,9,2005
201,19,23,2010
226,11,13,2005
8,32,40,2018
252,43,27,2005
106,31,32,2009
1040,38,15,2014
135,8,47,2016
348,18,20,2012
8,36,46,2010
14,25,9,2006
400,13,18,2010
144,23,22,2017
153,22,6,2009
116,38,41,2014
412,1,4,2013
551,23,7,2017
822,42,2,2005
104,41,22,2009
1048,24,2,2012
44,47,29,2005
2337,4,15,2016
57,40,43,2013
260,36,28,2009
303,48,27,2017
223,7,17,2018
63,15,14,2015
414,13,41,2013
187,31,30,2005
603,21,25,2009
56,34,38,2005
130,44,47,2011
52,25,41,2005
678,32,7,2013
193,23,12,2017
268,29,30,2006
1031,39,42,2018
175,15,48,2015
13,18,31,2018
1026,20,21,2016
672,13,27,2016
756,49,2,2018
1064,38,19,2006
614,3,6,2014
1919,33,49,2013
1392,21,34,2006
153,10,27,2011
92,42,27,2016
2059,39,2,2018
84,19,13,2008
517,5,7,2007
1683,28,16,2008
119,15,27,2016
249,14,13,2010
4099,29,33,2010
105,35,48,2014
158,10,1,2018
287,13,28,2008
1143,34,25,2014
1039,33,3,2008
251,22,8,2007
598,10,32,2012
1011,24,12,2007
283,46,47,2017
134,8,13,2006
394,20,34,2005
577,40,33,2011
465,26,23,2007
172,21,41,2008
1405,12,9,2008
486,21,19,2011
2147,45,16,2005
66,7,5,2010
202,19,20,2017
163,12,40,2017
62,7,35,2013
309,43,47,2010
716,16,21,2018
710,40,29,2015
153,29,34,2017
255,27,1,2015
34,11,9,2016
452,27,13,2016
669,35,1,2011
26,2,30,2006
56,6,9,2018
229,26,48,2017
62,41,6,2016
26,16,45,2018
375,10,21,2009
788,47,18,2015
79,19,3,2006
115,5,17,2009
79,14,7,2012
769,21,26,2007
92,31,37,2006
232,39,44,2008
404,2,27,2017
1559,37,15,2014
490,4,12,2009
368,26,46,2018
310,32,27,2017
17,13,40,2012
390,4,42,2012
208,2,9,2016
294,27,31,2017
605,11,7,2006
129,21,35,2010
209,12,23,2010
105,33,20,2016
47,32,24,2010
266,7,19,2012
247,9,45,2018
2477,19,10,2018
486,7,41,2007
1244,14,12,2006
151,49,47,2010
419,40,19,2005
42,17,35,2009
19,26,33,2010
31,36,1,2005
1420,35,23,2013
453,2,8,2008
207,42,8,2006
400,11,4,2014
176,49,27,2005
263,2,34,2011
189,32,49,2015
29,28,38,2007
490,46,34,2007
1035,15,6,2010
87,4,27,2005
773,36,37,2009
106,39,7,2006
523,45,11,2013
15,14,49,2007
9,29,24,2015
792,34,22,2013
1370,43,34,2005
798,39,21,2017
1300,48,15,2018
71,10,33,2013
147,2,27,2006
154,30,26,2007
453,7,32,2011
1292,24,22,2016
1351,9,24,2011
193,49,48,2012
582,40,34,2012
116,34,14,2010
125,4,26,2015
260,16,9,2014
1066,4,32,2006
79,21,38,2006
568,45,38,2016
68,30,42,2008
371,10,49,2006
33,32,14,2012
36,43,49,2007
352,18,20,2007
324,7,25,2006
54,36,46,2005
784,21,48,2007
228,15,41,2010
380,19,21,2015
55,23,22,2014
389,23,43,2007
154,12,35,2014
1161,11,48,2017
808,42,2,2012
82,41,22,2018
30,2,44,2005
10,47,29,2012
82,42,44,2011
3085,13,34,2017
308,36,28,2016
546,28,42,2011
1441,15,16,2007
45,31,30,2018
67,16,24,2011
35,34,38,2012
507,22,1,2008
61,1,5,2014
23,29,30,2015
192,7,46,2009
938,42,47,2017
194,40,18,2015
444,9,18,2005
95,44,46,2016
1254,46,23,2007
1008,7,15,2016
346,35,20,2011
1966,4,16,2005
41,7,45,2018
201,43,20,2007
61,33,43,2015
841,2,37,2013
1051,39,2,2011
107,19,13,2007
840,7,18,2013
3862,9,44,2015
282,15,27,2011
1,7,39,2016
72,8,3,2005
3808,48,43,2014
1677,36,2,2006
150,3,7,2013
212,22,8,2014
376,31,12,2012
83,29,15,2010
19,47,45,2011
442,42,28,2010
247,5,8,2008
42,37,26,2008
488,35,34,2015
207,8,44,2018
550,23,32,2012
540,3,23,2018
96,4,39,2014
1103,1,16,2017
232,22,11,2006
1690,46,1,2010
1356,41,15,2014
136,29,48,2018
2792,29,8,2005
393,39,4,2014
133,18,49,2006
86,36,11,2008
66,5,9,2016
13,8,26,2013
9,41,40,2016
1875,12,34,2010
479,3,28,2009
144,44,14,2009
123,43,26,2013
525,12,30,2007
314,2,47,2011
499,49,23,2018
47,19,3,2017
583,28,21,2013
87,25,5,2012
1114,25,8,2016
622,35,40,2007
360,26,6,2009
746,2,17,2009
686,34,3,2009
318,20,41,2013
1718,17,1,2018
27,29,31,2009
82,25,48,2016
1237,10,4,2008
149,1,25,2018
686,4,42,2007
44,14,6,2011
722,27,18,2009
555,9,18,2016
1079,23,46,2006
920,21,13,2012
636,4,5,2017
386,7,19,2007
39,9,45,2005
263,7,41,2014
258,41,1,2008
505,40,19,2018
29,49,1,2012
96,15,36,2012
6,36,1,2014
387,4,17,2012
56,25,26,2014
664,11,4,2007
450,3,42,2008
40,20,24,2012
80,44,26,2017
23,43,40,2012
1484,31,15,2005
347,15,26,2006
291,47,8,2010
48,39,11,2016
483,16,18,2016
96,26,22,2008
147,17,44,2008
257,6,43,2005
23,42,45,2006
97,23,31,2011
157,17,13,2017
186,2,27,2015
591,30,26,2014
32,42,29,2015
135,16,6,2012
130,1,34,2009
22,46,29,2006
252,49,48,2005
862,37,25,2011
198,4,26,2006
297,1,42,2015
890,4,32,2013
132,17,37,2017
42,35,13,2018
243,3,1,2009
1849,45,30,2008
1880,31,48,2009
894,19,16,2013
14,43,49,2014
200,36,21,2018
48,41,14,2011
305,7,25,2013
1566,28,20,2011
111,18,46,2005
228,23,22,2007
86,12,35,2007
32,4,9,2012
519,41,4,2009
195,33,37,2017
1493,44,15,2008
1194,11,10,2013
409,3,32,2006
152,2,44,2012
209,20,22,2010
688,11,34,2016
770,28,42,2018
101,30,4,2016
1669,15,16,2008
19,6,38,2008
130,47,6,2008
274,17,3,2009
1239,13,3,2006
92,25,44,2005
287,14,43,2010
1217,35,12,2012
1448,22,12,2010
51,4,45,2017
29,11,37,2010
2716,30,44,2016
115,39,8,2006
643,42,23,2009
326,9,18,2014
1744,46,23,2008
283,40,48,2012
3252,37,19,2009
1908,4,16,2012
62,25,27,2010
251,13,4,2014
165,16,31,2013
92,33,43,2006
4828,22,16,2009
253,21,47,2006
341,24,32,2006
170,1,22,2013
941,30,47,2015
452,26,12,2018
178,15,1,2017
213,10,1,2017
51,15,39,2015
1507,36,2,2009
2410,5,2,2007
299,46,30,2017
145,12,41,2009
117,3,45,2015
48,22,49,2017
146,16,30,2007
56,37,44,2008
510,42,28,2005
1062,11,16,2011
275,32,21,2013
181,47,11,2005
670,22,13,2006
57,6,22,2015
201,8,44,2009
601,23,32,2005
2008,18,17,2014
71,6,40,2006
246,48,42,2013
132,25,38,2011
44,12,40,2007
702,34,10,2008
170,44,8,2016
235,24,23,2006
1019,41,15,2005
282,29,48,2011
2438,29,8,2010
8,1,33,2010
61,19,27,2008
2342,14,31,2014
62,49,20,2014
321,26,48,2018
1252,33,29,2017
5,42,24,2017
9,48,33,2018
42,22,32,2008
152,13,14,2008
758,12,30,2014
2070,33,29,2008
182,30,47,2017
523,28,21,2006
739,38,37,2018
3189,17,18,2018
407,27,36,2008
3834,12,16,2016
426,14,30,2018
19,47,45,2016
15,3,29,2014
605,20,41,2006
951,31,26,2015
15,3,35,2009
217,13,7,2017
104,9,38,2017
356,17,42,2018
41,18,9,2018
144,30,49,2005
54,32,27,2007
114,47,1,2015
963,37,32,2007
71,6,24,2009
178,35,41,2008
811,8,34,2007
483,45,20,2007
2106,35,15,2015
1001,2,16,2010
1044,21,13,2007
106,22,37,2015
1485,6,18,2016
2229,19,10,2017
101,19,43,2011
653,10,7,2009
64,49,1,2007
700,17,4,2018
62,5,3,2009
36,25,26,2007
531,23,47,2005
98,27,17,2010
74,28,39,2016
753,31,43,2010
1020,24,45,2009
1875,34,21,2016
331,33,7,2010
163,37,3,2017
984,15,6,2009
85,28,3,2012
50,8,1,2018
36,10,14,2016
10,6,43,2014
119,29,24,2010
325,18,3,2010
828,27,42,2010
92,36,22,2005
293,3,19,2008
202,43,3,2014
13,20,39,2012
115,11,19,2012
195,32,22,2014
95,49,48,2018
61,7,49,2016
572,6,23,2010
160,12,36,2015
59,8,45,2008
34,8,41,2018
180,23,48,2018
277,40,1,2005
629,23,28,2010
2249,45,30,2017
279,10,49,2005
185,2,26,2008
190,24,36,2017
478,11,42,2005
41,43,6,2010
798,7,47,2018
473,22,11,2017
8,32,45,2005
88,46,36,2010
47,47,30,2017
19,46,14,2009
40,4,9,2005
364,16,8,2008
298,1,4,2016
36,26,24,2017
75,22,33,2009
130,16,46,2015
51,37,45,2015
180,3,32,2015
25,9,14,2017
82,6,38,2007
111,7,22,2011
228,37,33,2013
391,41,21,2016
713,35,12,2005
368,4,8,2011
269,45,47,2008
1741,26,21,2018
41,32,38,2009
757,20,21,2011
1117,45,24,2016
1706,37,2,2010
451,18,6,2011
3289,37,19,2016
224,6,25,2008
464,24,12,2008
209,8,35,2010
701,13,4,2007
45,5,46,2012
175,48,49,2010
331,13,30,2016
128,31,35,2010
2217,38,10,2017
62,1,22,2006
71,45,37,2006
292,39,35,2016
1452,19,42,2014
236,43,44,2017
2389,5,2,2008
181,37,20,2008
511,24,3,2016
186,3,45,2006
141,16,30,2014
54,17,24,2016
371,22,19,2008
245,22,43,2007
114,32,21,2006
471,20,4,2014
66,42,38,2007
269,6,22,2006
35,2,30,2018
352,16,8,2018
2702,18,17,2007
76,27,45,2009
1311,46,1,2009
10,12,40,2014
217,4,6,2005
627,3,18,2009
305,24,23,2015
543,30,10,2008
222,40,29,2018
248,20,17,2013
634,38,4,2007
928,10,23,2017
79,32,44,2011
265,35,1,2016
2434,14,31,2007
2271,5,19,2017
92,28,11,2012
1180,18,16,2013
41,25,13,2007
130,40,37,2018
159,44,36,2010
1467,34,13,2009
3322,30,44,2015
76,18,24,2010
820,44,22,2005
101,27,46,2015
42,42,14,2006
514,19,32,2008
2307,8,25,2005
421,14,30,2009
534,37,23,2005
437,5,28,2010
49,3,29,2005
303,6,34,2018
41,38,28,2010
128,25,48,2006
485,42,32,2008
173,16,48,2015
605,37,32,2012
230,27,31,2010
164,18,35,2010
1667,35,15,2006
53,36,31,2010
118,13,31,2008
111,19,6,2007
232,31,27,2012
123,32,39,2008
125,43,8,2013
93,31,33,2007
1020,22,10,2010
80,41,43,2009
28,7,14,2007
377,14,17,2013
108,5,45,2015
549,23,47,2012
105,18,26,2007
453,2,34,2016
109,44,26,2018
435,21,14,2006
1463,34,21,2009
400,2,5,2011
125,28,3,2005
492,17,21,2015
88,38,9,2007
500,13,2,2017
1332,48,15,2009
823,14,16,2007
49,36,22,2012
171,26,19,2006
26,31,40,2011
1043,11,19,2007
81,48,46,2016
171,43,25,2012
1249,22,24,2015
272,10,22,2007
629,28,2,2015
2014,40,49,2009
463,35,5,2012
75,48,6,2016
516,18,12,2017
8430,40,8,2006
77,24,29,2018
292,31,17,2006
63,32,45,2014
72,43,30,2007
96,41,27,2008
55,29,36,2012
103,47,30,2014
196,19,7,2007
92,36,43,2014
83,5,29,2014
188,26,24,2008
10,22,33,2006
2771,22,34,2017
297,18,36,2017
31,26,36,2005
18,16,39,2015
155,11,43,2006
89,33,9,2015
1430,2,15,2005
82,39,40,2007
30,28,9,2011
1046,40,16,2011
25,23,13,2006
207,16,7,2011
992,48,21,2015
19,31,38,2009
19,1,24,2005
36,23,39,2009
5457,33,10,2005
1005,7,15,2013
303,6,25,2017
30,9,49,2015
1647,18,32,2005
190,28,8,2005
31,5,46,2005
435,37,12,2017
10611,45,48,2009
476,7,18,2016
140,16,6,2017
72,9,43,2014
141,39,35,2011
1141,19,42,2007
390,30,31,2008
153,6,49,2017
477,31,47,2016
1648,9,27,2006
314,7,4,2018
480,47,20,2008
359,49,29,2010
738,15,4,2006
146,37,44,2015
979,37,5,2014
363,17,32,2010
984,34,18,2014
528,20,4,2005
156,25,40,2009
49,10,45,2012
2052,27,15,2018
62,27,45,2016
558,40,38,2013
2715,46,3,2006
226,4,6,2012
147,21,9,2008
278,13,46,2009
380,4,44,2007
452,42,34,2010
1041,20,3,2014
4826,32,2,2013
244,7,21,2007
280,36,42,2010
557,27,4,2009
586,18,42,2015
141,22,26,2009
2,26,39,2011
887,4,35,2017
554,8,29,2018
7,42,14,2013
216,30,41,2011
47,10,30,2015
208,47,25,2013
234,26,25,2009
390,20,41,2016
292,43,19,2017
44,49,46,2018
272,44,43,2011
3138,49,8,2016
740,34,28,2008
362,1,25,2015
512,41,5,2012
125,10,39,2010
30,39,38,2018
234,30,17,2017
54,47,38,2006
156,28,37,2008
163,49,6,2018
108,48,22,2008
616,31,27,2007
797,4,28,2006
1332,24,13,2010
161,24,17,2008
165,2,33,2012
131,19,17,2008
90,7,14,2012
255,39,28,2012
1805,23,17,2018
657,20,2,2009
127,49,34,2014
48,18,26,2014
573,36,32,2008
14,23,33,2016
1300,27,10,2011
28,15,35,2005
31,13,24,2008
2140,34,21,2006
186,3,11,2010
938,15,6,2012
654,39,34,2006
44,27,33,2015
363,40,26,2016
588,43,47,2005
1866,47,41,2012
156,41,36,2008
109,21,41,2017
186,29,45,2013
866,47,23,2011
156,17,13,2010
1852,26,3,2018
203,41,5,2017
343,26,19,2015
76,17,39,2009
15,3,49,2008
564,21,31,2011
1222,34,44,2011
538,25,42,2009
152,12,36,2017
505,28,2,2006
229,1,3,2005
60,21,38,2012
5,41,45,2017
218,15,42,2013
255,4,7,2013
161,36,21,2013
112,6,13,2018
35,45,7,2005
809,48,28,2010
95,43,6,2009
225,31,17,2013
96,25,38,2016
2837,21,16,2005
1514,24,3,2008
838,10,17,2009
49,47,30,2007
291,19,7,2014
264,7,20,2010
126,36,43,2007
211,28,17,2012
86,5,39,2012
57,23,45,2014
3123,35,2,2013
147,26,36,2012
1704,2,15,2014
73,39,40,2008
307,30,46,2008
130,33,48,2016
60,37,11,2006
1542,6,1,2014
1220,38,19,2010
40,47,6,2016
832,9,43,2016
413,23,19,2016
1416,17,23,2008
289,35,45,2010
2287,26,21,2017
307,17,41,2007
370,12,19,2010
3185,33,10,2014
305,13,37,2012
192,7,37,2015
224,28,8,2012
258,49,35,2010
290,37,12,2014
146,40,23,2013
52,28,38,2011
102,46,24,2009
177,16,6,2008
1242,35,27,2005
91,4,29,2011
21,25,30,2013
620,11,48,2005
176,20,36,2013
3501,48,43,2018
169,42,48,2011
176,18,27,2011
83,36,33,2009
954,28,31,2006
24,5,11,2016
193,40,22,2007
1051,44,21,2017
529,34,18,2005
693,3,10,2015
22,39,17,2017
46,10,45,2005
3493,12,44,2009
1493,45,10,2016
40,15,14,2017
19,47,40,2005
410,42,25,2014
122,30,32,2006
248,9,28,2011
392,49,28,2008
39,6,11,2008
16,49,30,2011
181,4,44,2014
187,48,47,2006
169,17,25,2006
131,34,45,2014
106,25,41,2010
379,12,25,2012
105,29,17,2011
460,24,32,2018
796,1,2,2012
294,9,48,2015
10,38,39,2014
287,7,21,2014
47,36,48,2016
79,46,40,2008
236,37,6,2008
853,49,15,2007
161,11,3,2012
1057,16,12,2010
839,4,35,2006
1112,44,22,2006
1618,37,39,2017
1301,25,16,2007
461,34,9,2015
1173,11,14,2012
75,2,40,2013
5,42,40,2011
126,32,1,2012
1668,18,2,2006
25,17,29,2018
9,27,5,2014
1176,31,26,2018
243,15,37,2017
615,12,21,2016
30,22,5,2008
272,17,42,2013
283,41,34,2018
178,25,47,2009
36,13,40,2017
401,28,41,2018
2121,30,16,2009
26,47,38,2015
968,31,34,2018
4644,9,22,2013
99,49,6,2011
248,37,23,2017
3370,14,11,2013
1168,35,44,2015
643,4,28,2013
291,7,41,2018
227,21,46,2007
32,2,33,2005
334,34,31,2009
331,26,22,2018
433,24,3,2017
286,49,34,2007
349,8,7,2013
1464,27,10,2016
56,15,35,2012
1,36,14,2014
267,3,11,2005
119,42,44,2018
687,24,12,2013
232,14,8,2012
820,33,32,2008
301,43,47,2012
23,19,14,2009
82,30,35,2014
99,4,24,2017
377,29,20,2018
66,6,44,2007
34,27,11,2008
114,44,49,2006
105,34,14,2016
634,2,37,2018
620,1,3,2012
1037,4,32,2017
18,10,9,2014
126,9,3,2008
112,25,26,2017
227,32,8,2015
519,26,18,2008
949,48,28,2017
10,17,24,2011
1952,35,34,2005
3103,21,16,2010
14,16,33,2011
216,12,26,2015
207,26,7,2008
265,19,7,2017
265,28,17,2005
67,35,30,2017
360,25,12,2016
232,46,41,2009
20,23,45,2005
471,24,43,2017
197,48,27,2011
304,3,1,2015
64,11,1,2011
269,24,2,2011
372,33,42,2006
1705,6,1,2007
1046,19,4,2015
1619,28,16,2011
2465,17,23,2007
2744,23,18,2015
976,23,42,2014
291,17,41,2014
71,19,38,2011
274,30,17,2008
316,37,12,2007
172,40,23,2018
836,9,21,2014
260,18,3,2012
86,13,37,2007
28,27,41,2010
42,25,30,2006
418,16,28,2018
54,17,11,2018
1781,3,46,2008
888,27,19,2009
1688,21,10,2012
97,42,48,2018
1357,7,42,2014
1532,28,31,2015
1207,38,25,2017
33,40,22,2014
196,46,35,2007
159,27,46,2005
14,25,31,2010
1217,17,1,2017
115,20,27,2012
