O	D	Flow
9	48	140
9	20	354
9	30	725
9	11	644
9	27	1648
9	36	409
9	13	176
9	25	61
9	2	1035
9	45	221
9	42	662
9	3	116
9	44	2671
9	19	110
9	32	295
9	14	38
9	23	428
9	15	1308
9	22	5753
9	29	11
9	4	516
9	12	7195
9	5	19
9	43	40
9	24	140
28	17	363
28	34	727
28	46	219
28	16	1958
28	21	523
28	49	125
28	39	44
28	35	139
28	10	2039
28	18	1065
28	9	47
28	47	2649
28	31	954
28	26	184
28	41	447
28	6	114
28	38	3
28	37	206
28	8	328
28	7	983
28	48	775
28	1	241
28	20	1483
28	30	57
28	11	96
28	27	285
28	33	24
28	36	205
28	13	179
28	25	553
28	2	505
28	45	18
28	42	683
28	3	177
28	44	108
28	19	261
28	40	21
28	32	319
28	14	50
28	23	415
28	15	1879
28	22	126
28	29	2
28	4	1011
28	12	609
28	5	50
28	43	1623
28	24	30
47	17	489
47	34	544
47	46	133
47	16	1074
47	21	220
47	49	36
47	39	60
47	35	96
47	10	2072
47	18	1070
47	9	13
47	28	3196
47	31	440
47	26	153
47	41	1889
47	6	136
47	38	54
47	37	185
47	8	258
47	7	1212
47	48	401
47	1	281
47	20	261
47	30	41
47	11	112
47	27	321
47	33	22
47	36	121
47	13	55
47	25	249
47	2	672
47	42	1574
47	3	143
47	44	83
47	19	554
47	40	53
47	32	456
47	14	75
47	23	931
47	15	1934
47	22	179
47	4	551
47	12	338
47	5	15
47	43	309
47	24	53
31	17	292
31	34	1650
31	46	291
31	16	780
31	21	802
31	49	37
31	39	44
31	35	38
31	10	923
31	18	841
31	9	791
31	28	2472
31	47	550
31	26	824
31	41	454
31	6	458
31	37	92
31	8	164
31	7	503
31	48	1742
31	1	100
31	20	2235
31	30	103
31	11	2112
31	27	391
31	36	287
31	13	11
31	25	129
31	2	249
31	45	78
31	42	330
31	3	719
31	44	88
31	19	253
31	40	24
31	32	197
31	14	904
31	23	378
31	15	1191
31	22	36
31	4	122
31	12	232
31	43	910
31	24	22
26	17	133
26	34	599
26	46	710
26	16	1755
26	21	1632
26	49	105
26	35	125
26	10	795
26	18	651
26	9	203
26	28	1128
26	47	308
26	31	1075
26	41	202
26	6	60
26	38	19
26	37	66
26	8	43
26	7	746
26	48	428
26	1	122
26	20	6513
26	11	1473
26	27	265
26	33	24
26	36	97
26	13	374
26	25	415
26	2	232
26	45	4
26	42	202
26	3	3124
26	44	157
26	19	171
26	40	78
26	32	173
26	14	40
26	23	490
26	15	3863
26	22	37
26	4	533
26	12	830
26	5	15
26	43	178
26	24	42
41	17	751
41	34	631
41	46	403
41	16	393
41	21	48
41	49	45
41	39	22
41	35	123
41	10	2069
41	18	1036
41	9	87
41	28	986
41	47	2661
41	31	34
41	26	296
41	6	280
41	38	11
41	37	268
41	8	96
41	7	688
41	48	73
41	1	29
41	20	341
41	30	27
41	11	109
41	27	120
41	36	112
41	13	175
41	25	182
41	2	334
41	45	40
41	42	3255
41	3	212
41	44	115
41	19	284
41	32	419
41	14	63
41	23	2741
41	15	1255
41	22	254
41	29	12
41	4	836
41	12	134
41	5	410
41	43	150
6	17	2207
6	34	574
6	46	1807
6	16	2323
6	21	494
6	49	59
6	39	29
6	35	60
6	10	3519
6	18	4284
6	9	20
6	28	650
6	47	551
6	31	285
6	26	313
6	41	216
6	38	69
6	37	874
6	8	344
6	7	392
6	48	459
6	1	4221
6	20	1009
6	30	44
6	11	120
6	27	358
6	33	151
6	36	229
6	13	191
6	25	562
6	2	1238
6	45	21
6	42	837
6	3	686
6	44	373
6	19	266
6	40	71
6	32	531
6	14	98
6	23	1559
6	15	26086
6	22	269
6	4	1361
6	12	612
6	5	94
6	43	286
6	24	95
38	17	228
38	34	1077
38	16	1723
38	21	540
38	49	775
38	39	213
38	35	85
38	10	4257
38	18	955
38	9	62
38	28	231
38	31	134
38	26	143
38	41	385
38	6	48
38	37	359
38	8	3342
38	7	384
38	48	45
38	1	51
38	20	56
38	11	16
38	27	52
38	33	1609
38	36	249
38	13	135
38	25	2280
38	2	885
38	42	148
38	44	98
38	19	1064
38	40	131
38	32	607
38	23	549
38	15	267
38	22	308
38	29	1187
38	4	1446
38	12	343
38	43	228
38	24	37
37	17	127
37	34	477
37	46	58
37	16	1751
37	21	393
37	49	235
37	39	1220
37	35	1872
37	10	2477
37	18	1162
37	9	30
37	28	507
37	47	244
37	31	116
37	26	79
37	41	550
37	6	391
37	38	67
37	8	444
37	7	104
37	48	133
37	1	132
37	20	175
37	30	30
37	11	60
37	27	224
37	33	33
37	36	696
37	13	73
37	25	1602
37	2	2889
37	45	11
37	42	866
37	3	392
37	44	149
37	19	3967
37	40	173
37	32	980
37	23	354
37	15	1367
37	22	71
37	29	239
37	4	3870
37	12	336
37	5	888
37	43	52
37	24	65
8	17	60
8	34	277
8	46	135
8	16	2108
8	21	601
8	49	1820
8	39	45
8	35	114
8	10	4140
8	18	771
8	28	352
8	47	145
8	31	19
8	26	61
8	41	117
8	6	36
8	38	1082
8	37	489
8	7	341
8	48	216
8	1	1
8	20	158
8	30	30
8	11	1
8	27	170
8	33	2377
8	36	1073
8	13	134
8	25	2710
8	2	706
8	45	10
8	42	739
8	3	72
8	44	108
8	19	1038
8	40	1369
8	32	242
8	23	245
8	15	893
8	22	116
8	29	418
8	4	730
8	12	325
8	5	22
8	43	140
7	17	417
7	34	1055
7	46	198
7	16	1082
7	21	357
7	49	94
7	39	21
7	35	72
7	10	3136
7	18	523
7	9	49
7	28	1492
7	47	1478
7	31	262
7	26	75
7	41	441
7	6	210
7	38	100
7	37	319
7	8	209
7	48	206
7	1	216
7	20	369
7	30	35
7	11	60
7	27	418
7	33	13
7	36	64
7	13	73
7	25	324
7	2	660
7	45	81
7	42	1586
7	3	127
7	44	198
7	19	429
7	40	15
7	32	348
7	14	71
7	23	412
7	15	1006
7	22	166
7	29	22
7	4	590
7	12	402
7	5	65
7	43	529
7	24	101
48	17	62
48	34	1165
48	46	346
48	16	1063
48	21	712
48	49	66
48	35	12
48	10	743
48	18	554
48	9	164
48	28	976
48	47	187
48	31	1387
48	26	213
48	41	114
48	6	89
48	38	31
48	37	108
48	8	290
48	7	389
48	1	19
48	20	490
48	30	214
48	11	591
48	27	134
48	33	36
48	36	137
48	13	188
48	25	365
48	2	276
48	45	1726
48	42	280
48	3	242
48	44	476
48	19	183
48	40	13
48	32	294
48	14	540
48	23	98
48	15	2141
48	22	193
48	29	12
48	4	283
48	12	885
48	5	24
48	43	3566
48	24	57
1	17	3812
1	34	359
1	46	931
1	16	1568
1	21	460
1	39	126
1	35	148
1	10	4474
1	18	1796
1	9	162
1	28	804
1	47	459
1	31	280
1	26	227
1	41	219
1	6	3739
1	38	51
1	37	477
1	8	17
1	7	578
1	48	75
1	20	1079
1	11	193
1	27	265
1	33	143
1	36	117
1	13	148
1	25	317
1	2	896
1	45	185
1	42	236
1	3	513
1	44	19
1	19	402
1	40	14
1	32	560
1	23	3852
1	15	4272
1	22	62
1	29	75
1	4	716
1	12	241
1	5	226
1	43	97
1	24	58
20	17	378
20	34	264
20	46	1800
20	16	975
20	21	476
20	49	80
20	39	39
20	35	46
20	10	1348
20	18	872
20	9	134
20	28	2966
20	47	651
20	31	1069
20	26	4581
20	41	605
20	6	381
20	37	284
20	8	217
20	7	350
20	48	554
20	1	360
20	30	84
20	11	276
20	27	275
20	33	96
20	36	95
20	13	39
20	25	306
20	2	500
20	45	51
20	42	372
20	3	1017
20	44	195
20	19	226
20	32	290
20	14	49
20	23	846
20	15	1918
20	22	192
20	29	2
20	4	485
20	12	495
20	5	48
20	43	333
20	24	58
30	34	2633
30	46	131
30	16	1891
30	21	1531
30	49	49
30	35	27
30	10	719
30	18	1169
30	9	3417
30	28	267
30	47	420
30	31	95
30	26	575
30	41	93
30	6	270
30	37	180
30	8	165
30	7	288
30	48	1219
30	20	364
30	11	392
30	27	330
30	33	224
30	13	81
30	25	347
30	2	49
30	45	1751
30	42	172
30	3	663
30	44	1792
30	19	262
30	32	122
30	14	753
30	23	382
30	15	1578
30	22	1253
30	29	88
30	4	451
30	12	3546
30	43	211
30	24	975
11	17	36
11	34	1088
11	46	302
11	16	1368
11	21	3127
11	49	266
11	39	15
11	10	759
11	18	845
11	9	88
11	28	887
11	47	538
11	31	4726
11	26	1931
11	41	175
11	6	153
11	37	62
11	8	184
11	7	605
11	48	772
11	20	1751
11	30	161
11	27	258
11	36	224
11	13	589
11	25	249
11	2	308
11	45	222
11	42	408
11	3	1181
11	44	656
11	19	244
11	32	190
11	14	2253
11	23	387
11	15	1944
11	22	220
11	4	807
11	12	314
11	43	155
11	24	318
27	17	66
27	34	3883
27	46	199
27	16	10677
27	21	1041
27	49	20
27	39	19
27	35	18
27	10	1540
27	18	784
27	9	1131
27	28	767
27	47	264
27	31	374
27	26	321
27	41	347
27	6	271
27	37	593
27	8	300
27	7	1048
27	48	788
27	1	210
27	20	654
27	30	208
27	11	98
27	33	23
27	36	326
27	13	824
27	25	843
27	2	673
27	45	54
27	42	625
27	3	518
27	44	1598
27	19	210
27	40	30
27	32	533
27	14	54
27	23	494
27	15	2118
27	22	2182
27	4	183
27	12	1974
27	5	84
27	43	232
27	24	299
33	17	76
33	34	1166
33	46	38
33	16	1004
33	21	307
33	49	717
33	39	66
33	35	201
33	10	2493
33	18	641
33	9	357
33	28	225
33	47	110
33	31	35
33	26	44
33	41	43
33	6	47
33	38	3243
33	37	1059
33	8	6993
33	7	172
33	48	50
33	20	224
33	27	62
33	36	598
33	13	113
33	25	2463
33	2	896
33	42	372
33	3	96
33	44	348
33	19	647
33	40	1405
33	32	885
33	23	221
33	15	993
33	29	1701
33	4	921
33	12	204
33	5	116
33	43	92
36	17	117
36	34	394
36	46	186
36	16	1004
36	21	187
36	49	575
36	39	596
36	35	89
36	10	4097
36	18	1100
36	28	347
36	47	104
36	31	12
36	26	133
36	41	52
36	6	23
36	38	121
36	37	1015
36	8	891
36	7	227
36	48	64
36	1	75
36	20	186
36	30	56
36	11	5
36	27	270
36	33	63
36	13	94
36	25	4216
36	2	1677
36	42	504
36	3	58
36	44	22
36	19	4854
36	40	237
36	32	779
36	14	22
36	23	159
36	15	1374
36	22	45
36	29	82
36	4	920
36	12	181
36	5	115
36	43	114
36	24	10
13	17	150
13	34	4157
13	46	751
13	16	2339
13	21	2868
13	49	71
13	35	87
13	10	1032
13	18	163
13	9	98
13	28	418
13	47	203
13	31	272
13	26	939
13	41	62
13	6	272
13	38	61
13	37	177
13	8	278
13	7	187
13	48	323
13	1	91
13	20	646
13	30	288
13	11	155
13	27	1388
13	33	19
13	36	200
13	25	545
13	2	838
13	45	107
13	42	77
13	3	1239
13	44	790
13	19	404
13	32	104
13	14	185
13	23	203
13	15	7260
13	22	331
13	29	32
13	4	441
13	12	429
13	43	83
13	24	351
25	17	192
25	34	367
25	46	79
25	16	1634
25	21	202
25	49	1280
25	39	78
25	35	249
25	10	4514
25	18	1379
25	9	14
25	28	387
25	47	163
25	31	35
25	26	159
25	41	132
25	6	99
25	38	145
25	37	815
25	8	1008
25	7	244
25	48	128
25	1	109
25	20	173
25	30	42
25	11	39
25	27	183
25	33	155
25	36	2823
25	13	70
25	2	2097
25	45	21
25	42	439
25	3	111
25	44	131
25	19	2231
25	40	270
25	32	487
25	14	12
25	23	145
25	15	1053
25	22	88
25	29	257
25	4	1092
25	12	311
25	5	72
25	43	124
2	17	410
2	34	364
2	46	156
2	16	1138
2	21	433
2	49	265
2	39	64
2	35	180
2	10	2492
2	18	1799
2	9	28
2	28	421
2	47	445
2	31	87
2	26	201
2	41	400
2	6	165
2	38	69
2	37	759
2	8	301
2	7	367
2	48	130
2	1	279
2	20	304
2	30	26
2	11	43
2	27	147
2	33	52
2	36	257
2	13	57
2	25	681
2	45	3
2	42	1025
2	3	65
2	44	127
2	19	568
2	40	36
2	32	2360
2	14	1
2	23	1021
2	15	1287
2	22	73
2	29	19
2	4	2842
2	12	360
2	5	332
2	43	222
45	17	483
45	34	1320
45	46	204
45	16	2866
45	21	874
45	10	595
45	18	437
45	9	366
45	28	480
45	47	206
45	31	578
45	26	57
45	38	44
45	37	71
45	8	194
45	7	386
45	48	11215
45	20	340
45	30	2036
45	11	1105
45	27	265
45	36	146
45	13	2283
45	2	1277
45	42	1047
45	3	495
45	19	97
45	32	109
45	14	3047
45	15	816
45	22	308
45	4	400
45	12	1953
45	43	1090
45	24	77
42	17	393
42	34	681
42	46	147
42	16	1140
42	21	426
42	49	168
42	39	25
42	35	101
42	10	1829
42	18	715
42	9	117
42	28	659
42	47	1114
42	31	161
42	26	185
42	41	1313
42	6	131
42	38	149
42	37	367
42	8	207
42	7	1082
42	48	212
42	1	64
42	20	331
42	30	76
42	11	50
42	27	283
42	33	13
42	36	74
42	13	33
42	25	574
42	2	1029
42	45	23
42	3	130
42	44	222
42	19	1222
42	40	32
42	32	298
42	14	42
42	23	674
42	15	1236
42	22	98
42	29	24
42	4	561
42	12	335
42	5	860
42	43	171
42	24	45
3	17	467
3	34	732
3	46	2249
3	16	2134
3	21	986
3	49	26
3	35	40
3	10	474
3	18	887
3	9	89
3	28	293
3	47	199
3	31	276
3	26	1763
3	41	309
3	6	386
3	38	3
3	37	81
3	8	176
3	7	290
3	48	139
3	1	347
3	20	1590
3	30	5
3	11	224
3	27	121
3	36	203
3	13	417
3	25	318
3	2	506
3	45	186
3	42	313
3	44	365
3	19	250
3	32	409
3	14	113
3	23	249
3	15	7277
3	22	158
3	29	32
3	4	574
3	12	568
3	5	139
3	43	90
3	24	74
44	17	29
44	34	1882
44	46	126
44	16	6612
44	21	1077
44	49	114
44	39	14
44	35	40
44	10	605
44	18	312
44	9	1859
44	28	445
44	47	174
44	31	405
44	26	132
44	41	31
44	6	159
44	38	44
44	37	216
44	8	192
44	7	262
44	48	140
44	1	99
44	20	336
44	30	319
44	11	237
44	27	389
44	36	28
44	13	315
44	25	398
44	2	556
44	45	72
44	42	165
44	3	186
44	19	117
44	40	17
44	32	52
44	14	250
44	23	257
44	15	918
44	22	1112
44	29	63
44	4	383
44	12	7532
44	5	193
44	43	232
44	24	174
19	17	100
19	34	442
19	46	49
19	16	924
19	21	274
19	49	190
19	39	596
19	35	229
19	10	1652
19	18	683
19	9	46
19	28	343
19	47	217
19	31	44
19	26	48
19	41	116
19	6	86
19	38	93
19	37	1138
19	8	433
19	7	298
19	48	114
19	1	58
19	20	116
19	30	38
19	11	7
19	27	91
19	33	68
19	36	1885
19	13	99
19	25	1733
19	2	1208
19	45	51
19	42	942
19	3	79
19	44	125
19	40	70
19	32	349
19	14	14
19	23	279
19	15	441
19	22	94
19	29	42
19	4	1096
19	12	123
19	5	279
19	43	80
19	24	21
40	34	814
40	16	1578
40	21	481
40	49	3760
40	39	391
40	35	179
40	10	1964
40	18	738
40	9	5
40	28	401
40	41	94
40	6	74
40	38	580
40	37	1036
40	8	8430
40	7	211
40	48	439
40	1	189
40	11	90
40	27	111
40	33	822
40	36	1076
40	25	1803
40	2	1156
40	42	463
40	44	69
40	19	1010
40	32	1383
40	23	157
40	15	287
40	22	80
40	29	307
40	4	1580
40	12	407
40	43	398
32	17	362
32	34	389
32	46	210
32	16	739
32	21	114
32	49	364
32	39	29
32	35	108
32	10	2098
32	18	3618
32	9	8
32	28	565
32	47	306
32	31	70
32	26	279
32	41	197
32	6	392
32	38	51
32	37	887
32	8	295
32	7	450
32	48	143
32	1	320
32	20	415
32	30	7
32	11	21
32	27	207
32	33	34
32	36	331
32	13	73
32	25	731
32	2	5348
32	45	11
32	42	665
32	3	38
32	44	63
32	19	534
32	40	50
32	14	14
32	23	615
32	15	1461
32	22	313
32	29	14
32	4	2129
32	12	322
32	5	170
32	43	157
32	24	240
14	17	64
14	34	3099
14	16	449
14	21	1395
14	49	50
14	10	517
14	18	776
14	9	1025
14	28	455
14	47	312
14	31	2854
14	26	1025
14	41	118
14	6	56
14	38	50
14	8	66
14	7	149
14	48	3975
14	1	73
14	20	466
14	30	1907
14	11	4649
14	27	86
14	33	689
14	36	106
14	13	510
14	25	372
14	2	272
14	45	1858
14	3	447
14	44	142
14	19	377
14	32	158
14	23	105
14	15	2966
14	22	194
14	4	236
14	12	1244
14	43	443
14	24	791
23	17	1296
23	34	279
23	46	1079
23	16	1017
23	21	166
23	49	56
23	39	27
23	35	7
23	10	1949
23	18	2318
23	9	77
23	28	812
23	47	586
23	31	126
23	26	360
23	41	2136
23	6	222
23	38	75
23	37	127
23	8	257
23	7	670
23	48	159
23	1	1697
23	20	689
23	30	2
23	11	182
23	27	42
23	33	18
23	36	154
23	13	25
23	25	289
23	2	1075
23	45	92
23	42	920
23	3	234
23	44	145
23	19	408
23	40	6
23	32	1015
23	14	8
23	15	1136
23	22	235
23	29	24
23	4	1237
23	12	140
23	5	156
23	43	172
23	24	38
15	17	335
15	34	678
15	46	595
15	16	1942
15	21	670
15	49	153
15	39	11
15	35	79
15	10	1216
15	18	638
15	9	199
15	28	571
15	47	415
15	31	197
15	26	347
15	41	252
15	6	1207
15	38	65
15	37	398
15	8	134
15	7	382
15	48	271
15	1	200
15	20	424
15	30	35
15	11	97
15	27	197
15	33	34
15	36	177
15	13	520
15	25	407
15	2	567
15	45	29
15	42	250
15	3	1122
15	44	181
15	19	255
15	40	15
15	32	246
15	14	51
15	23	484
15	22	263
15	29	24
15	4	738
15	12	609
15	5	46
15	43	147
15	24	119
22	17	499
22	34	2784
22	46	189
22	16	3504
22	21	1685
22	49	235
22	39	25
22	35	72
22	10	810
22	18	256
22	9	2133
22	28	260
22	47	1063
22	31	303
22	26	458
22	41	167
22	6	162
22	38	12
22	37	559
22	8	91
22	7	260
22	48	332
22	1	101
22	20	630
22	30	234
22	11	232
22	27	2587
22	33	10
22	36	57
22	13	670
22	25	289
22	2	646
22	42	817
22	3	241
22	44	1440
22	19	210
22	40	42
22	32	139
22	14	82
22	23	271
22	15	1239
22	29	20
22	4	385
22	12	1776
22	5	20
22	43	270
22	24	511
29	17	560
29	34	504
29	46	244
29	16	2649
29	21	789
29	49	1770
29	10	3840
29	18	865
29	28	872
29	47	99
29	26	35
29	41	204
29	38	834
29	37	1027
29	8	3340
29	7	996
29	48	432
29	20	86
29	30	268
29	27	420
29	33	2848
29	36	805
29	13	546
29	25	7234
29	2	1484
29	42	134
29	44	607
29	19	1458
29	40	391
29	23	127
29	15	191
29	22	965
29	4	1159
29	12	432
29	5	46
29	43	99
4	17	288
4	34	446
4	46	144
4	16	1833
4	21	544
4	49	306
4	39	111
4	35	839
4	10	2465
4	18	1591
4	9	118
4	28	797
4	47	299
4	31	160
4	26	198
4	41	523
4	6	191
4	38	244
4	37	2863
4	8	440
4	7	439
4	48	182
4	1	229
4	20	189
4	30	72
4	11	111
4	27	211
4	33	76
4	36	506
4	13	120
4	25	1809
4	2	4216
4	45	48
4	42	477
4	3	209
4	44	99
4	19	1374
4	40	71
4	32	1066
4	14	2
4	23	751
4	15	2078
4	22	222
4	29	190
4	12	758
4	5	853
4	43	176
4	24	15
12	17	226
12	34	1746
12	46	164
12	16	5057
12	21	865
12	49	87
12	39	30
12	35	68
12	10	808
12	18	576
12	9	1808
12	28	794
12	47	306
12	31	100
12	26	119
12	41	128
12	6	80
12	38	11
12	37	138
12	8	295
12	7	294
12	48	348
12	1	121
12	20	253
12	30	875
12	11	65
12	27	795
12	33	189
12	36	113
12	13	261
12	25	259
12	2	437
12	45	89
12	42	210
12	3	325
12	44	3593
12	19	424
12	40	30
12	32	190
12	14	116
12	23	284
12	15	1610
12	22	625
12	29	37
12	4	698
12	5	107
12	43	206
12	24	132
5	17	83
5	34	28
5	46	398
5	16	285
5	21	83
5	49	40
5	39	109
5	35	110
5	10	1937
5	18	1729
5	9	37
5	28	343
5	47	376
5	31	71
5	26	97
5	41	1302
5	6	38
5	38	51
5	37	1466
5	8	186
5	7	69
5	48	43
5	1	90
5	20	58
5	30	37
5	11	203
5	36	98
5	13	76
5	25	353
5	2	2723
5	42	3687
5	3	118
5	44	311
5	19	1332
5	32	615
5	23	359
5	15	770
5	22	47
5	4	2760
43	17	263
43	34	767
43	46	82
43	16	1794
43	21	404
43	49	28
43	35	46
43	10	1631
43	18	707
43	9	56
43	28	2952
43	47	744
43	31	694
43	26	86
43	41	124
43	6	89
43	38	30
43	37	109
43	8	271
43	7	654
43	48	2977
43	1	284
43	20	434
43	30	143
43	11	109
43	27	249
43	36	119
43	13	51
43	25	263
43	2	613
43	45	59
43	42	208
43	3	77
43	44	283
43	19	267
43	40	21
43	32	296
43	14	39
43	23	230
43	15	724
43	22	137
43	29	43
43	4	110
43	12	224
43	5	7
43	24	164
24	17	919
24	34	2554
24	46	148
24	16	3080
24	21	11773
24	10	689
24	18	673
24	9	1854
24	28	65
24	47	109
24	31	889
24	26	662
24	41	138
24	6	1039
24	38	219
24	8	186
24	7	751
24	48	534
24	20	419
24	30	4191
24	11	2054
24	27	1456
24	33	593
24	36	310
24	13	605
24	25	350
24	2	1048
24	45	527
24	42	203
24	3	967
24	44	1333
24	32	341
24	14	963
24	23	235
24	15	4783
24	22	4333
24	29	90
24	4	67
24	12	912
24	43	19
